,Index,Word,CUI
10813,36907,adrenogenital syndrome,C0302280
10814,36912,depends,C0439857
10815,36916,response monitoring,C3242230
10816,36921,adjustment,C0376209
10817,36922,disease stressors,C0920466
10818,36933,newborn,C0021289
10819,36939,bone disease renal,C0035086
10820,36941,dosing dosing dosing adjustments,C2826232
10821,36945,stage stage 4 chronic kidney disease,C2317473
10822,36946,stage 3 stage chronic kidney disease,C2316787
10823,36949,3 stage chronic kidney disease,C2316787
10824,36959,stage 4 chronic kidney disease kidney,C2317473
10825,36960,stage 3 chronic kidney disease kidney,C2316787
10826,36977,calcium concentrations,C0719099
10827,37014,infection risk infection,C0582147
10828,37018,bacterial conjunctivitis chronic,C0518962
10829,37020,corneal injury corneal radiation,C1608398
10830,37021,corneal abrasion,C0010032
10831,37028,treatment combination treatment combination treatment treatment treatment,C0009429
10832,37036,tazarotene,C0288792
10833,37043,effect increase,C0595938
10834,37048,length,C1444754
10835,37058,spots hypopigmentation,C3151398
10836,37065,reduce intraocular pressure,C0182395
10837,37067,increased intraocular pressure,C0234708
10838,37073,after cataract,C1306068
10839,37079,topical use,C1522168
10840,37080,ophthalmic use,CL448966
10841,37089,ethotoin,C0015046
10842,37096,pain pain pain treatment treatment pain pain pain pain treatment treatment treatment,C1291732
10843,37100,surgery corneal,C0197402
10844,37101,corneal surgery,C0197402
10845,37102,refractive surgery,C1274010
10846,37116,moderate,C3843203
10847,37138,treatment treatment effective treatment,C0087113
10848,37148,dissolution,CL434044
10849,37157,stones stones stones stones pigment stones,C0333030
10850,37169,risk medical risk,C0184544
10851,37170,unsuccessful treatment,C0438286
10852,37181,treatment treatment treatment malignant neoplasms treatment,C0920425
10853,37182,treatment treatment treatment associated neoplasms treatment,C0086696
10854,37185,heterotopic ossification,C0029396
10855,37189,retreatment,C0376495
10856,37192,spinal cord,C0037925
10857,37199,hypercalcemia associated malignant,C0149911
10858,37202,etidronate,C0086268
10859,37209,osteoporosis osteoporosis prophylaxis,C0877342
10860,37210,treatment maintenance treatment opioid,C3160883
10861,37223,pauciarticular juvenile rheumatoid arthritis,C0157917
10862,37224,polyarticular juvenile rheumatoid,C0311221
10863,37230,ischemic heart disease,C0002962
10864,37231,heart acute acute acute congestive heart failure,C0264719
10865,37233,variant,C0002963
10866,37235,angina,C1739410
10867,37236,unstable angina chronic,C1739410
10868,37237,angina chronic stable,C0340288
10869,37247,accessory,C2963249
10870,37248,bypass,C0741847
10871,37249,tracts,C1185740
10872,37258,control cases,C0007328
10873,37259,atrial flutter atrial fibrillation,C0155709
10874,37261,flutter atrial fibrillation,C0155709
10875,37266,chronic atrial flutter atrial,C0741289
10876,37280,peripheral vascular disease,C0085096
10877,37285,ischemia acute myocardial,C0746731
10878,37297,treatment adjunctive treatment treatment,C3858690
10879,37298,patients patients assess,C0679830
10880,37299,patients patients assess,C1555289
10881,37302,therapy therapy alternate medications therapy,C1541282
10882,37311,episode,C0332189
10883,37319,brain death,C0006110
10884,37323,ammonia ammonia ammonia ammonia ammonia ammonia monitoring ammonia,C1322511
10885,37324,ammonia ammonia ammonia ammonia ammonia ammonia normal ammonia,C0855617
10886,37328,carglumic acid,C1318649
10887,37330,pathway,C1705987
10888,37331,medications personnel,C0018724
10889,37333,dietary protein intake,C0425424
10890,37335,catabolic,C0699900
10891,37339,therapy concomitant,C1707479
10892,37341,restriction,CL448795
10893,37362,neurological status,C0746866
10894,37363,laboratory tests,C0022885
10895,37364,laboratory clinical,C1882331
10896,37365,responses receiving,C1554146
10897,37366,responses assess,C0552602
10898,37709,treatment treatment treatment treatment treatment treatment adjunct treatment treatment,C3858690
10899,37714,cholesterol gallstone,C0856727
10900,37717,ursodiol,C0042105
10901,37722,diameter,C1301886
10902,37725,lithotripsy,C0023878
10903,37730,hepatobiliary disorders,C0267792
10904,37732,primary biliary,C0008312
10905,37741,intrahepatic cholestasis pregnancy,C0268318
10906,37743,primary sclerosing cholangitis,C0566602
10907,37746,biliary stent occlusion,C0401001
10908,37749,placement,C1524072
10909,37750,malignant biliary obstruction,CL421590
10910,37751,obstruction pancreatic,C0940750
10911,37752,secondary pancreatic,C3808945
10912,37753,biliary atresia,C0005411
10913,37756,genetic,C0314603
10914,37757,bile acid biosynthesis,CL020725
10915,37758,treatment treatment treatment treatment treatment treatment treatment combination,C0009429
10916,37760,congenital heart defects,C0018798
10917,37764,patency ductus arteriosus ductus arteriosus maintenance,C0397571
10918,37766,palliative surgery,C0282282
10919,37768,corrective,C0719519
10920,37769,erectile dysfunction erectile dysfunction psychogenic erectile dysfunction,C0948238
10921,37770,ed note,C1316574
10922,37772,note ed,C1316574
10923,37776,intracavernous injection,C0456267
10924,37778,therapy therapy continued therapy therapy,C1553904
10925,37779,therapy therapy effective therapy therapy effective,C1518681
10926,37787,caries,C0011334
10927,37788,notable,CL505118
10928,37790,penile fibrosis,C0030848
10929,37791,penile careful,C3875549
10930,37793,selection patient,C0242802
10931,37795,patient visits,C1512346
10932,37796,education continued,C0013626
10933,37799,physician,C0031831
10934,37800,successful treatment,C0679864
10935,37805,erectile dysfunction vasculogenic,C2903074
10936,37811,vasoactive agents,C0597639
10937,37812,papaverine phentolamine,C2928283
10938,37813,treatment treatment treatment intensive treatment treatment treatment,C0814458
10939,37814,treatment regimens regimens regimens treatment treatment treatment treatment treatment,CL031856
10940,37815,tuberculosis tuberculosis tuberculosis tuberculosis resistance multidrug tuberculosis resistance tuberculosis tuberculosis tuberculosis,C0206526
10941,37817,tuberculosis infection tuberculosis tuberculosis tuberculosis tuberculosis tuberculosis tuberculosis infection high risk tuberculosis,C3873555
10942,37823,antituberculosis agent,C0003448
10943,37826,rifapentine,C0073372
10944,37835,diseases progressing,C0242656
10945,37901,latent tuberculosis infection ltbi,C1609538
10946,37907,isoniazid,C0022209
10947,37914,pain pain pain pain abdominal pelvic pain pain pain,C0495669
10948,37915,pain pain pain pain pain pain treatment pain treatment treatment treatment treatment,C1291732
10949,37916,pain pain pain pain pain pain pain diabetic neuropathy,C0751074
10950,37920,variability,C2827666
10951,37921,relative,C0080103
10952,37923,opioid products opioid opioid products opioid products opioid,C0242402
10953,37924,opioid opioid opioid analgesics opioid opioid,C0002772
10954,37926,drugs products labeling,C0013191
10955,37929,products products products incorrect,C1881185
10956,37930,defines,C0937858
10957,37932,patients patients patients patients patients harm,C3658342
10958,37935,day 1 day 1,C1442449
10959,37940,morphine morphine use morphine use use morphine morphine,C0242000
10960,37942,oxycodone 30 mg,C1127511
10961,37948,60 mg hydrocodone,C3865174
10962,37971,clamping umbilical,C0179953
10963,37976,reserve,C2347957
10964,37991,morphine products,C0026549
10965,37993,120,C0006802
10966,37994,mg capsules,C2347138
10967,37995,avinza,C0066814
10968,37998,kadian,C0066814
10969,38001,ms contin,C0066814
10970,38036,hydrocodone 60 mg,C3865174
10971,38045,warning,C0871599
10972,38048,deodorized opium tincture,CL448577
10973,38052,concentrated,C1880165
10974,38053,camphorated opium tincture,C0070108
10975,38069,cardiovascular procedural,C0189573
10976,38071,procedural before,C0585032
10977,38072,procedural diagnostic endoscopy,C0497101
10978,38093,treatment treatment factor treatment,C0679853
10979,38094,cough colds,C0719432
10980,38099,loosening,C0333050
10981,38102,bronchial secretions,C1511332
10982,38104,passages,C0439799
10983,38107,cervical mucus,C0007872
10984,38109,thickening,C0205400
10985,38480,edema edema intracranial,C1527311
10986,38484,marked decreased,C0332553
10987,38485,decreased renal function,C0232807
10988,38487,renal function test,C0022662
10989,38490,minutes,C0439232
10990,38494,2 hours hours,C1292425
10991,38495,3 hours,C1442460
10992,38498,repeated no repeated no,C1882098
10993,38500,urine output increase,C1167965
10994,38501,urine output increase,C0032617
10995,38505,mannitol,C0024730
10996,38507,prevention prevention prevention prevention prevention types prevention prevention prevention,C0455705
10997,38508,acute renal failure oliguria,C2315519
10998,38511,supporting,C1521721
10999,38515,lacking,C0332268
11000,38540,postoperative acute renal failure,C2585625
11001,38547,acute,C2315519
11002,38562,barbiturates,C0004745
11003,38563,bromides,C0006222
11004,38565,irrigation,C0022100
11005,38566,prostatic resection transurethral,C0040771
11006,38573,bronchial hyperresponsiveness,C0085129
11007,38589,light,C0023693
11008,38590,breakfast,C2698559
11009,38592,liquids,C0302908
11010,38599,red,C1260956
11011,38600,purple,C0439542
11012,38602,milk,CL415184
11013,38603,alcoholic,C0687725
11014,38604,treatment treatment treatment prevent treatment treatment treatment treatment treatment,C0199176
11015,38610,pulmonary embolism arterial arterial arterial pulmonary embolism pulmonary embolism arterial,C0577775
11016,38611,pulmonary embolism arterial arterial arterial pulmonary embolism pulmonary embolism arterial,C0034065
11017,38614,mural thrombosis,C0333205
11018,38615,mural thrombosis,C1260883
11019,38637,transmural,C0522497
11020,38641,prosthetic heart,C0018829
11021,38654,atrial thrombosis,C0340517
11022,38670,catheter occlusion,C0179777
11023,38680,prevent pregnancy,CL502243
11024,38682,lumen,C1551056
11025,38683,indwelling catheter,C0007439
11026,38688,blood blood drawn,C3166519
11027,38689,samples laboratory tests,C3845844
11028,38692,interfere,C2346501
11029,38693,heparin flush,C0354589
11030,38697,indwelling,C0007439
11031,38700,drug incompatible,C0013184
11032,38702,drug administered administered,C2348343
11033,38703,entire,C0444667
11034,38705,sterile water saline,C1618910
11035,38709,medication administered,C0806914
11036,38720,disseminated intravascular coagulation,C0012739
11037,38730,adopted,C0425382
11038,38731,reference standards,C0034925
11039,38733,manufacturing,C0870840
11040,38734,controls heparin,C0427609
11041,38738,change,C0392747
11042,38740,clinical significance,C2826293
11043,38746,anticoagulation effect anticoagulation effect,C0520996
11044,38751,extracorporeal membrane oxygenation,C0015357
11045,38758,thromboses,C0040053
11046,38759,healthcare providers,C0018724
11047,38762,judgement,C0022423
11048,38773,alteplase,C0701942
11049,38774,tpa,C1623117
11050,38775,reteplase,C0106660
11051,38776,tenecteplase,C0872913
11052,38818,streptokinase,C0038418
11053,38819,anistreplase,C0078956
11054,38830,corneal corneal injury radiation,C1608398
11055,38833,infection risk infection risk,C0582147
11056,38835,bacterial ocular infection,C0015404
11057,38841,steroids use,C0281991
11058,38852,conjunctivitides,C0009763
11059,38860,foreign,C1517294
11060,38868,radical prostatectomy,C0194810
11061,38870,ocular infections bacterial,C0015404
11062,38888,cold cough cough,C0719432
11063,38890,throat,C0230069
11064,38897,pruritus allergic,C1504346
11065,38900,healthcare,C0086388
11066,38901,nonprescription,C0013231
11067,38913,local reactions,C0853813
11068,38915,reactions bites stings allergic,C1626921
11069,38916,reactions insect bites allergic,C1261392
11070,38917,allergic contact,C0162820
11071,38924,poison,C0032346
11072,38926,peripheral vestibular nystagmus,C0585541
11073,38930,transient hypothyroidism,C0271795
11074,38936,thyroiditis gland appear gland,C1286099
11075,38937,thyroiditis gland gland autonomy,C1536123
11076,38940,cretinism,C0010308
11077,38941,congenital myxedema,C1578691
11078,38943,hypothyroidism myxedema,C0027145
11079,38944,patients age patients patients,CL386174
11080,38947,adults elderly,C0001792
11081,38954,atrophy total,C1265894
11082,38958,drugs presence,C0428261
11083,38960,goiter,C0018021
11084,38964,suppression testing,C0201782
11085,38965,testing laboratory normal,C1096215
11086,38980,sodium depletion,C0020625
11087,38983,amlodipine telmisartan,C2733369
11088,38986,patients need patients,C0686904
11089,39000,dihydropyridine calcium channel blocker,C2945601
11090,39002,angiotensin receptor blocker,C0815017
11091,39003,angiotensin receptor blocker,C0521942
11092,39004,treatment treatment treatment treatment treatment dental treatment dental treatment,C0011331
11093,39006,intraoperative miosis,C1626415
11094,39007,acute migraine migraine,C1740836
11095,39008,preservation bone,C0596205
11096,39014,pain dental,C0040460
11097,39046,disorders allergic,C0020517
11098,39048,burns due injury,CL381086
11099,39049,trauma due injury chemical trauma,CL381087
11100,39050,trauma corneal trauma,C0339289
11101,39052,corneal injury,C0339289
11102,39067,risk infection,C0582147
11103,39070,conditions therapy conditions therapy,C0004933
11104,39078,renewal prescriptions,C0686936
11105,39081,ml 8,CL443676
11106,39083,grams,C0439208
11107,39088,magnification,CL419314
11108,39095,arterial thromboembolism,CL447037
11109,39096,arterial coronary disease,C1956346
11110,39099,disease diagnosis,CL416212
11111,39107,membranous,C0205287
11112,39109,myocardial infarction myocardial infarction mi,C0027051
11113,39119,vernal conjunctivitis vernal,C0009773
11114,39121,vernal vernal vernal keratoconjunctivitis,C0022577
11115,39125,keratitis vernal,CL495220
11116,39127,mucopolysaccharidosis ii,C0026705
11117,39132,idursulfase,C1739462
11118,39139,enhance imaging,C0020909
11119,39141,ultrasound imaging,C0041618
11120,39143,left ventricle,C0225897
11121,39147,endocardial,C0014124
11122,39148,borders,C0205284
11123,39152,echocardiography procedures,C0013516
11124,39155,direction,C0449738
11125,39157,practitioner,C1709627
11126,39158,knowledge,C0376554
11127,39178,neuroendocrine tumor,C0206754
11128,39180,net,C3887809
11129,39186,treatment carcinoid syndrome,CL413587
11130,39188,somatostatin analog therapy,C0278907
11131,39195,thyrotropinoma,C0346303
11132,39205,advise patients,C0418832
11133,39207,self administer,C1519231
11134,39208,berinert,C2723788
11135,39209,acute laryngeal,C0001327
11136,39212,seek attention,C0474408
11137,39214,healthcare facility,C0018704
11138,39219,treatment moderate response treatment moderate treatment treatment,C0184784
11139,39269,peripheral blood stem cell mobilization,C2698236
11140,39270,peripheral blood stem cell collection,C0457411
11141,39271,peripheral blood stem cell autologous transplantation stem cell transplantation,C1960579
11142,39272,stem cell apheresis stem cell,C0842379
11143,39273,cell progenitor cell,C0038250
11144,39282,granulocyte colony stimulating factor gcsf,C0079459
11145,39286,plerixafor,C0257001
11146,39293,disease disease disease disease kawasaki disease,C0026691
11147,39294,disease inflammatory bowel disease ulcerative colitis crohns disease disease disease,C1970120
11148,39295,disease pulmonary exacerbation exacerbation disease pulmonary exacerbation disease chronic chronic obstructive pulmonary disease disease,CL503578
11149,39297,secondary secondary autoimmune hemolytic anemia anemia,C0002880
11150,39298,treatment treatment treatment treatment treatment treatment treatment treatment treatment adjunctive treatment treatment treatment treatment treatment treatment treatment treatment treatment adjunctive treatment treatment treatment adjunctive treatment treatment treatment treatment treatment treatment treatment,C3858690
11151,39299,treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment episodes treatment treatment treatment treatment treatment treatment treatment treatment,C3539005
11152,39303,dermatitis disorders atopic dermatitis dermatitis dermatitis dermatitis dermatitis disorders disorders disorders disorders disorders disorders,C0011615
11153,39305,disorders disorders disorders immune thrombocytopenic purpura disorders disorders disorders disorders,C0920163
11154,39306,disorders disorders disorders conjunction disorders allergic allergic disorders disorders disorders,C0009766
11155,39307,atopic,C0497391
11156,39319,severe severe severe severe asthma exacerbation acute asthma exacerbation severe acute acute exacerbation acute acute acute acute acute acute severe acute,CL485862
11157,39324,disorders aspiration pneumonitis,C0032290
11158,39329,pulmonary complicated pulmonary pulmonary,C0281169
11159,39331,moderate asthma asthma moderate,C0581125
11160,39332,emergency department,C0562508
11161,39334,acute acute acute acute bursitis acute acute acute acute acute acute,C1290158
11162,39335,acute conjunction other acute acute acute acute acute acute acute acute acute,C0348519
11163,39336,acute acute acute acute acute acute leukemia adults acute acute lymphocytic leukemia all lymphocytic leukemia acute acute,C0751606
11164,39338,outpatient,C0029921
11165,39340,symptoms severe,C1319166
11166,39347,ulcerative marginal corneal corneal,C0155067
11167,39351,disorders thrombocytopenia immune,C0272286
11168,39354,acquired autoimmune hemolytic anemia anemia,C0002880
11169,39383,bacterial chorioretinitis,C0339409
11170,39384,choroiditis,C0008526
11171,39396,appropriate therapy,C1555288
11172,39397,antiviral therapy,C0280274
11173,39401,keratitis superficial punctate keratitis,C0259799
11174,39424,requiring treatment,C0332121
11175,39428,disorders ankylosing spondylitis,C0038013
11176,39430,gout arthritis arthritis arthritis arthritis arthritis,C0409898
11177,39455,collagen disorders,C0009326
11178,39477,carpal tunnel,C0007286
11179,39507,acute interstitial nephritis,C0149937
11180,39511,severe acute respiratory syndrome,C1175175
11181,39515,heart transplant rejection,C0340530
11182,39518,dyspepsia heartburn dyspepsia dyspepsia,C1560447
11183,39526,disease ulcer duodenal duodenal ulcer duodenal duodenal ulcer disease duodenal ulcer ulcer ulcer ulcer,C0013295
11184,39609,risk factors,C0035648
11185,39611,qualifying,C1514624
11186,39612,stress ulcer,C0010474
11187,39614,sup,C0038846
11188,39615,h2 antagonists,C0019593
11189,39616,cytoprotective agents,C1268903
11190,39618,choices,C0008300
11191,39624,critical care unit critical,C0021708
11192,39626,onset illness,C0277793
11193,39636,corneal ulcer,C0010043
11194,39638,ulcer superficial,C1959609
11195,39639,other ophthalmic,C1875577
11196,39640,superficial infections,C0282002
11197,39641,infections bacterial skin skin infections,C0162627
11198,39643,infections susceptible infections susceptible,C0239998
11199,39650,conjunctivitis trachoma inclusion,C0856693
11200,39653,scaling,C1947916
11201,39657,seborrhea,C0036508
11202,39658,secondary skin,C0153687
11203,39661,organisms susceptible,C1317766
11204,39666,nausea management nausea,C1171206
11205,39672,intractable migraine other,C2875181
11206,39675,other therapies prior,C1518666
11207,39676,administration intravenous,C0013125
11208,39689,severity reactions,C3242604
11209,39690,adverse reactions folic acid,C0413670
11210,39693,vitamin,C3661610
11211,39694,folic acid 1 mg,C0986175
11212,39697,begin,CL448548
11213,39701,pralatrexate,C0879404
11214,39707,30 days,C3845590
11215,39720,every 8 weeks,C0585337
11216,39721,every 10 weeks,C2316988
11217,39723,therapy vitamin,C1533658
11218,39725,vitamin b12 injections,C0184615
11219,39726,vitamin b12 injections,C0499030
11220,39727,injections given,C0555966
11221,39846,total daily dose,C2348070
11222,39852,alcohol relapse,C1536277
11223,39853,relapse prevention,C0679867
11224,39869,controlled under,C2911690
11225,39871,supervision,C1273870
11226,39872,physician management,C3846397
11227,39873,physician management,C0804812
11228,39874,opiate withdrawal withdrawal symptoms,C0549263
11229,39878,reported patients,C0747307
11230,39884,treatment adjunctive treatment treatment treatment treatment,C3858690
11231,39886,ulcerative colitis ulcerative colitis remission ulcerative,C3697010
11232,39887,ulcerative ulcerative acute ulcerative,C0333295
11233,39890,prolong period,C0425945
11234,39893,patients patients involvement,C0030699
11235,39905,nonsteroidal antiinflammatory drugs,C0003211
11236,39908,urinary tract infection uti,C0042029
11237,39921,treatment adjunctive treatment,C3858690
11238,39924,note patients note note note note,C2360554
11239,39926,patients ventilation,C1299448
11240,39934,cholinergic,C0393947
11241,39936,increasing doses,C1707810
11242,39937,muscle weakness extreme muscle weakness,C0239370
11243,39938,weakness extreme muscle weakness,C0239370
11244,39939,extreme muscle weakness,C0239370
11245,39940,extreme difficult,C3843354
11246,39941,extreme important,CL504276
11247,39943,myasthenic crisis,C0270942
11248,39950,differentiation,C0007589
11249,39952,consequences,C0686907
11250,39956,neuromuscular,C0412773
11251,39958,neuromuscular neuromuscular nondepolarizing agents agents neuromuscular agents neuromuscular neuromuscular neuromuscular,C0010464
11252,39961,blockade reversal neuromuscular blockade,C0412773
11253,39965,neuromuscular blockade nondepolarizing,C2917293
11254,39975,familiar,C0205309
11255,39976,use use use indication use,C3146298
11256,39978,blocking,C0332206
11257,39981,spontaneous recovery,C0234406
11258,39982,recovery function recovery,C0599766
11259,39986,patent airway,C0425452
11260,39988,complete recovery,C2826210
11261,39990,respiration,C0035203
11262,39991,electrolyte imbalances,C0342579
11263,39992,electrolyte imbalances,CL354536
11264,39995,adrenal cortical insufficiency,C0405580
11265,39997,drugs interactions,C0687133
11266,39999,possibilities,C0332149
11267,40001,soman,C0037643
11268,40002,nerve gas,C0301224
11269,40009,threat,C0749385
11270,40014,military personnel,C0026126
11271,40021,masks,C0024861
11272,40022,dress,C0013119
11273,40024,use agents,C0449881
11274,40036,treatment treatment treatment treatment treatment treatment behaviors treatment,C0004933
11275,40046,fibroids uterine,C0042133
11276,40050,recurrent endometrial cancer,C0278802
11277,40052,recurrent cancer renal cell cancer,C0862435
11278,40054,metastatic endometrial cancer,C0278801
11279,40056,metastatic cancer renal cell,C0278678
11280,40066,hypoventilation,C3203358
11281,40068,syndrome pickwickian,C0031880
11282,40070,hot flashes,C0600142
11283,40073,reduce bone mineral density,C2674432
11284,40076,biochemical,C0205474
11285,40077,indices primary,C2985833
11286,40079,primary hyperparathyroidism,C0221002
11287,40083,paraphilia,C0030482
11288,40084,atypical,C0205182
11289,40086,compulsive sexual behaviors,C2242574
11290,40098,medication castration,C1513054
11291,40257,ventilated patients,C1299448
11292,40259,treatment intensive,C0814458
11293,40266,surgical other procedures,C0496544
11294,40275,urinary tract infection uti acute,C0242147
11295,40276,tract infection lower respiratory tract infection infection infection infection infection infection infection infection,C0149725
11296,40277,infection intraabdominal infection infection infection infection infection infection infection infection,C1112209
11297,40279,infection acute acute acute acute acute gastroenteritis acute acute infection acute acute infection infection infection infection infection acute infection infection,C0277499
11298,40280,infection infection infection infection infection infection infection infection tunnel infection,C3161243
11299,40281,infection enteric infection infection infection infection infection infection infection infection,C0021342
11300,40282,infection infection joint prosthetic joint infection infection infection infection infection infection infection,C0410808
11301,40283,infection animal bite animal bite infection infection infection infection infection infection infection infection,CL497695
11302,40284,infection infection corneal infection infection infection infection infection infection infection,C0729777
11303,40285,infection incision site incision site infection infection infection infection infection infection infection infection,C1698397
11304,40286,infection diabetic foot diabetic foot infection infection infection infection infection infection infection infection,C0744130
11305,40287,infection complicated complicated infection infection infection infection infection infection infection infection,C0940933
11306,40288,infection surgical site surgical site infection infection infection infection infection surgical infection infection infection,C0038941
11307,40290,infection skin skin skin infection infection infection infection infection infection infection infection,C0037278
11308,40292,infection infection bone joint joint infection infection infection infection infection infection infection,C0851989
11309,40294,acute cystitis,C0149523
11310,40302,pneumonia pneumonia pneumonia streptococcus pneumonia pneumonia pneumonia,C0038410
11311,40319,ulcer incision site,C3544145
11312,40320,animal bite wounds,C1302713
11313,40323,fascia,C0015641
11314,40337,patients patients patients preferred patients patients,C0376409
11315,40364,otitis media effusion,C0029883
11316,40366,tympanostomy tube,C0850121
11317,40383,dental infection,C0877046
11318,40386,periodontitis scaling root periodontitis scaling root planing,C1882339
11319,40400,contained casualty setting,C1443864
11320,40430,pulmonary exacerbations cystic fibrosis infection,C2938941
11321,40432,bacterial,C0004623
11322,40445,local regional,C0205276
11323,40453,variations,C0205419
11324,40457,cervical nerve,C0228815
11325,40458,nerve brachial plexus,C0006090
11326,40460,block brachial plexus block,C0394697
11327,40462,brachial plexus,C0394697
11328,40463,brachial plexus,C0006090
11329,40466,block intercostal nerve block,C0196716
11330,40467,intercostal,C0196716
11331,40468,block pudendal,C0948498
11332,40469,pudendal nerve,C0228959
11333,40471,epidural caudal,C0394837
11334,40472,anesthesia caudal,C0002909
11335,40474,dental anesthesia,C0002912
11336,40476,anesthesia infiltration,C0234945
11337,40479,paracervical,C0030401
11338,40490,treatment cancer palliative treatment cancer cancer treatment palliative treatment cancer cancer treatment,C0920416
11339,40491,breast cancer females females breast cancer breast cancer females cancer cancer females,C0235653
11340,40497,zoladex,C0700476
11341,40498,108,C0006448
11342,40500,depot,C3830287
11343,40501,implant use use implant use implant use,C0449872
11344,40504,clinical data,C1516606
11345,40505,data not available,C1546437
11346,40507,reliable,C3858758
11347,40512,perimenopausal,C3839366
11348,40515,early stage breast cancer,C2986665
11349,40516,stage ii,C0441767
11350,40523,endometrial ablation,C0341803
11351,40541,prostate prostate benign hyperplasia,C2937421
11352,40542,prostate prostate benign hyperplasia,C0005001
11353,40548,locally,C1517927
11354,40550,flutamide,C0016384
11355,40552,medical management,C0518532
11356,40553,medical management,C0150270
11357,40554,uterine,C0042133
11358,40573,antimuscarinic,C0003385
11359,40574,salivary,C0442040
11360,40576,pharyngeal secretions,C0227143
11361,40577,secretions gastric acid,C0232552
11362,40582,vagal reflexes,C2256382
11363,40586,induction treatment treatment treatment treatment treatment,CL497984
11364,40588,chronic sialorrhea chronic,C4012480
11365,40589,sialorrhea chronic,C4012480
11366,40590,drooling,C0013132
11367,40591,associated conditions associated,C0243082
11368,40593,cerebral palsy,C0007789
11369,40596,cardiac arrhythmias bradycardia,C0428977
11370,40599,traction,C0040597
11371,40600,stimulation vagal,C1293903
11372,40605,anticholinesterase agents,C0008425
11373,40612,peptic duodenal,C0341248
11374,40622,alternatives,C0332270
11375,40623,glycopyrrolate,C0017970
11376,40660,airways obstruction,C0001883
11377,40662,obstruction bronchospasm obstruction obstruction bronchospasm bronchospasm bronchospasm,C0851739
11378,40663,obstruction chronic pulmonary disease copd chronic obstruction chronic copd copd obstruction chronic,C0024117
11379,40667,obstruction chronic disease chronic obstruction chronic lung obstruction chronic,C0024117
11380,40668,bronchospasm bronchospasm no bronchospasm bronchospasm no,C0006266
11381,40669,prophylaxis asthma asthma asthma asthma,C1735337
11382,40679,ideal body weight,C0421272
11383,40682,theophylline using theophylline theophylline theophylline theophylline,C0241361
11384,40683,distributes body fat,C0424621
11385,40693,beta2,C1417683
11386,40695,agonists,C0243192
11387,40698,therapy responding responding therapy,C0919876
11388,40699,using oral,C1527415
11389,40704,status asthmaticus,C0038218
11390,40709,reference,C1514811
11391,40710,texts,C3541382
11392,40712,list,C0745732
11393,40726,education prevention,C1633748
11394,40727,prevention program,C0679717
11395,40736,inhaled therapy,C0021459
11396,40741,neonatal apnea,C0521647
11397,40752,sleep apnea,C0037315
11398,40756,systolic,C0039155
11399,40758,treatment relapse treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C0679868
11400,40759,treatment treatment treatment treatment treatment treatment treatment treatment treatment radiation treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment treatment,C3871222
11401,40760,breast breast cancer breast cancer breast cancer her2 breast cancer breast cancer breast cancer breast cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer,C1960398
11402,40761,cancer cancer cancer cancer cancer cancer cancer cancer advanced advanced cancer cancer cancer advanced cancer cancer advanced cancer advanced cancer advanced advanced cancer locally advanced cancer,C0677984
11403,40772,overexpresses protein,C1514559
11404,40776,neoadjuvant treatment,C0600558
11405,40778,trastuzumab epirubicin cyclophosphamide,C0338363
11406,40780,fluorouracil epirubicin cyclophosphamide regimen,C0248241
11407,40781,fec regimen,C0060133
11408,40796,cell cell cell cell thymic carcinoma small cell,C1335980
11409,40797,first,C1708063
11410,40798,cisplatin cisplatin ifosfamide,C0280612
11411,40808,stage iii ovarian cancer,C0278687
11412,40810,intraperitoneal infusion intraperitoneal,C0031146
11413,40812,intravenous infusion,C0021440
11414,40818,squamous cell esophageal cancer,C0279626
11415,40823,hematologic,C0205488
11416,40836,metastatic penile cancer,C0854963
11417,40837,metastatic penile cancer,CL448416
11418,40842,dermatitis dermatitis dermatitis dermatitis due poison ivy dermatitis dermatitis,C0162451
11419,40843,dermatitis dermatitis dermatitis dermatitis due plants dermatitis dermatitis,C0157714
11420,40845,dermatitis contact dermatitis,C0011616
11421,40899,treatment acute treatment treatment,C0520010
11422,40900,acute decompensated heart failure,C1609524
11423,40904,milrinone,C0128513
11424,40910,trials multicenter,C0206012
11425,40913,48 hours,C0439586
11426,40917,effective longterm,C0023983
11427,40919,effective increased increased increased,C0595938
11428,40921,effective adverse,C0879626
11429,40922,effective placebo,C0032041
11430,40926,nyha class iv heart failure,C1319796
11431,40930,hospitalization death,C0277608
11432,40931,hospitalization number days,C3640790
11433,40932,hospitalization readmission,C0600290
11434,40936,hypotension syncope,C0234434
11435,40941,does not carry,C0565685
11436,40944,guidelines recommend guidelines,C0681471
11437,40948,positive therapy,C1561964
11438,40949,no value,C1319687
11439,40952,suggest,C0038659
11440,40953,continuous intravenous infusions,C1511497
11441,40956,symptoms,C2735647
11442,40957,ie stage,C3869920
11443,40958,ie d,C0454777
11444,40960,study study compared study,C1579762
11445,40961,worsened,C1457868
