,CUI,Drug,Indication,Contraindication
1687,,lidocaine hydrochloride,"['perfusing ventricular arrhythmias including ventricular fibrillation (vf) and ventricular tachycardia (vt) that may result during acute myocardial infarction or cardiac manipulation (e', 'topical anesthesia of skin and mucous membranes or stomatitis', 'prevention of dental pain� and for topical anesthesia of mucous membranes', 'laryngoscopy', 'nonurgent painful procedures including iv cannulation, venipuncture, lumbar puncture, or arterial puncture', 'stage 1 thru 4 pressure ulcers, venous stasis ulcers, ulcerations of mixed vascular etiologies, diabetic skin ulcers, first and second degree burns, and post surgical incisions, cuts, and abrasions', 'endotracheal intubation', 'neonatal circumcision�', 'bronchoscopy', 'pain associated with postherpetic neuralgia', 'ophthalmic anesthesia', 'local anesthesia including peripheral nerve block anesthesia', 'dental anesthesia including mandibular nerve block and maxillary infiltration', 'infiltration anesthesia', 'intravenous regional anesthesia', 'pudendal nerve block', 'paravertebral block', 'intercostal nerve block', 'brachial plexus block', 'paracervical block', 'sympathetic nerve block', 'cervical stellate ganglion block', 'lumbar sympathetic block', 'epidural anesthesia', 'lumbar anesthesia', 'lumbar analgesia for severe pain', 'thoracic', 'caudal anesthesia', 'obstetric anesthesia', 'surgical anesthesia', 'spinal anesthesia', 'obstetrical low spinal or saddle block anesthesia', 'intraabdominal anesthesia', 'ventricular arrhythmias during cardiopulmonary resuscitation� (cpr)', 'the attenuation of increased intracranial pressure� during rapid-sequence intubation� or endotracheal tube suctioning�', 'severe singultus (hiccups)�', 'headache�', 'acute headache� associated with migraine�', 'cluster headache�', 'the symptomatic treatment of corticosteroid-dependent asthma�', 'short-term prophylaxis of short-lasting unilateral neuralgiform headache with conjunctival injection and tearing� (sunct)', 'painful diabetic neuropathy� in adults']","['amide local anesthetic hypersensitivity', 'epidural anesthesia', 'collagen-vascular disease', 'g6pd deficiency', 'geriatric', 'heart failure', 'hepatic disease', 'hypotension', 'pregnancy', 'breast-feeding', 'adams-stokes syndrome', 'atrial fibrillation', 'atrial flutter', 'av block', 'bradycardia', 'cardiogenic shock', 'hemorrhagic shock', 'hypovolemia', 'shock', 'wolff-parkinson-white syndrome', 'renal disease', 'renal failure', 'renal impairment', 'burns', 'eczema', 'heating pad', 'occlusive dressing', 'skin abrasion', 'cataracts', 'ocular exposure', 'ocular trauma', 'accidental exposure', 'intraarterial administration', 'intrathecal administration', 'intravenous administration', 'head and neck anesthesia', 'ocular surgery', 'anticoagulant therapy', 'bleeding', 'coagulopathy', 'infection', 'neurological disease', 'requires a specialized care setting', 'requires an experienced clinician', 'sepsis', 'spinal anesthesia', 'thrombocytopenia', 'fetal distress', 'labor', 'obstetric delivery', 'pudendal nerve block', 'continuous intraarticular infusion administration', 'fetal prematurity', 'paracervical nerve block', 'malignant hyperthermia', 'children', 'infants', 'neonates', 'teething pain']"
1688,,terbinafine hydrochloride,"['tinea pedis', 'tinea cruris or tinea corporis', 'tinea capitis', 'tinea versicolor due to <em>malassezia furfur</em>', 'onychomycosis', 'the routine treatment of onychomycosis (tinea unguium)', 'onychomycosis due to <em>candida parapsilosis�</em>', 'refractory bronchopulmonary aspergillosis� due to various <em>aspergillus</em> sp']","['onychomycosis', 'human immunodeficiency virus (hiv) infection', 'immunosuppression', 'neutropenia', 'pregnancy', 'breast-feeding', 'anxiety', 'children', 'depression', 'insomnia', 'suicidal ideation', 'hepatic disease', 'hepatitis', 'jaundice', 'renal failure', 'renal impairment', 'serious rash', 'hemolytic-uremic syndrome', 'thrombotic thrombocytopenic purpura (ttp)']"
1689,['3100'],dactinomycin,"['gestational trophoblastic disease including choriocarcinoma and hydatidiform mole', 'neoplastic trophoblastic disease such as choriocarcinoma and hydatidiform mole', 'high-risk gestational trophoblastic disease in combination with methotrexate, leucovorin, etoposide, cyclophosphamide, and vincristine (ema-co regimen)', 'high-risk gestational trophoblastic disease in combination with methotrexate, leucovorin, etoposide, and cisplatin (ema-ep regimen)', 'germ cell cancer including metastatic nonseminomatous (germ cell) testicular cancer', ""wilms' tumor or ewing's sarcoma"", 'malignant melanoma', 'malignant melanoma as a single-agent or in combination with other chemotherapy�', 'rhabdomyosarcoma', 'childhood rhabdomyosarcoma', 'the first-line treatment of rhabdomyosarcoma in children and adolescents in combination with vincristine, ifosfamide, and doxorubicin', 'osteogenic sarcoma�', ""kaposi's sarcoma�"", 'formoterol; mometasone']","['new primary malignancy', 'bone marrow suppression', 'herpes infection', 'infection', 'requires an experienced clinician', 'varicella', 'viral infection', 'radiation therapy', 'dental disease', 'dental work', 'extravasation', 'intramuscular injections', 'accidental exposure', 'ocular exposure', 'hepatic disease', 'hyperkalemia', 'hyperphosphatemia', 'hyperuricemia', 'hypocalcemia', 'tumor lysis syndrome (tls)', 'geriatric', 'renal failure', 'renal impairment', 'children', 'infants', 'pregnancy', 'vaccination', 'breast-feeding']"
1690,['28889'],loratadine,"['symptoms associated with seasonal or perennial allergic rhinitis, and for management of chronic idiopathic urticaria or other histamine-mediated allergic symptoms (e', 'adjunctive exercise-induced bronchospasm prophylaxis� in patients with allergies']","['asthma', 'phenylketonuria', 'driving or operating machinery', 'hepatic disease', 'renal failure', 'renal impairment', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates', 'geriatric']"
1691,,fluoxetine hydrochloride,"['major depression', 'depression with a daily dosage formulation', 'the once-weekly maintenance treatment of depression', 'acute treatment of treatment-resistant depression in combination with olanzapine', 'acute  treatment of depressive episodes associated with bipolar i disorder (bipolar depression) in combination with olanzapine', 'obsessive-compulsive disorder (ocd)', 'panic disorder with or without agoraphobia', 'bulimia nervosa', 'premenstrual dysphoric disorder (pmdd)', 'generalized anxiety disorder (gad)�', 'social phobia (social anxiety disorder)�', 'posttraumatic stress disorder (ptsd)�', 'anorexia nervosa�', 'obesity�', 'borderline personality disorder�', 'autistic disorder�', 'separation anxiety disorder�', 'fibromyalgia�', 'neurogenic orthostatic hypotension�', 'premature ejaculation�', 'hot flashes� in women with breast cancer experiencing symptoms of menopause�', 'migraine prophylaxis�', 'selective mutism� in children who have failed an adequate trial of psychotherapy', 'formoterol***formoterol; mometasone']","['abrupt discontinuation', 'electroconvulsive therapy (ect)', 'seizure disorder', 'children', 'growth inhibition', 'suicidal ideation', 'maoi therapy', 'bipolar disorder', 'mania', 'hepatic disease', 'alcoholism', 'bradycardia', 'cardiac arrhythmias', 'cardiac disease', 'coronary artery disease', 'diarrhea', 'females', 'heart failure', 'hypertension', 'hypocalcemia', 'hypokalemia', 'hypomagnesemia', 'malnutrition', 'myocardial infarction', 'poor metabolizers', 'qt prolongation', 'thyroid disease', 'ventricular arrhythmias', 'dehydration', 'hyponatremia', 'hypovolemia', 'anticoagulant therapy', 'bleeding', 'thrombolytic therapy', 'closed-angle glaucoma', 'increased intraocular pressure', 'driving or operating machinery', 'ethanol ingestion', 'diabetes mellitus', 'akathisia', 'anorexia nervosa', 'bone fractures', 'osteoporosis', 'neonates', 'pregnancy', 'breast-feeding', 'geriatric']"
1692,['17767']['321064'],amlodipine/olmesartan medoxomil,"['hypertension, either alone or in combination with other antihypertensive agents', 'initial therapy in patients likely to need multiple antihypertensive agents to achieve their blood pressure goals', 'patients already receiving amlodipine and olmesartan who desire to switch to the combination tablet or patients not adequately controlled on amlodipine or olmesartan alone']","['dihydropyridine hypersensitivity', 'aortic stenosis', 'bradycardia', 'cardiogenic shock', 'coronary artery disease', 'heart failure', 'hypotension', 'hypovolemia', 'hepatic disease', 'renal artery stenosis', 'renal impairment', 'hyperkalemia', 'ace-inhibitor induced angioedema', 'angioedema', 'black patients', 'surgery', 'gastroesophageal reflux disease (gerd)', 'hiatal hernia', 'geriatric', 'pregnancy', 'children', 'breast-feeding', 'diabetes mellitus']"
1693,['5764'],indapamide,"['treatment of edema of congestive heart failure', 'hypertension', 'formoterol; mometasone']","['sulfonamide hypersensitivity', 'thyroid disease', 'electrolyte imbalance', 'hypercalcemia', 'hypochloremia', 'hypokalemia', 'hypomagnesemia', 'hyponatremia', 'metabolic alkalosis', 'parathyroid disease', 'hypotension', 'hypovolemia', 'orthostatic hypotension', 'sympathectomy', 'syncope', 'hepatic disease', 'diabetes mellitus', 'hyperglycemia', 'anuria', 'gout', 'hyperuricemia', 'renal disease', 'renal failure', 'renal impairment', 'pregnancy', 'breast-feeding', 'children', 'sunlight (uv) exposure', 'geriatric']"
1694,,dextromethorphan hydrobromide/guaifenesin,"['the temporary relief of cough, especially non-productive cough, due to minor throat and bronchial irritation such as may occur with the common cold']","['asthma', 'bronchitis', 'emphysema', 'fever', 'headache', 'tobacco smoking', 'vomiting', 'hepatic disease', 'driving or operating machinery', 'children', 'infants', 'pregnancy', 'breast-feeding', 'maoi therapy', 'geriatric']"
1695,['4083'],estradiol,"['treatment of moderate to severe vasomotor symptoms (hot flashes) of menopause and/or related genitourinary symptoms including atrophic vaginitis, vulvar atrophy (kraurosis vulvae), whether menopause is natural or surgical (e', 'systemic treatment of the vasomotor symptoms (hot flashes) and genitourinary symptoms of menopause', 'isolated vaginal and/or urogenital symptoms of menopause', 'osteoporosis prophylaxis in women due to menopause (either natural or surgical)', 'estrogen replacement for premenopausal women with primary ovarian failure or female hypogonadism', 'the palliative treatment of advanced inoperable prostate cancer', 'the palliative treatment of breast cancer that is inoperable and progressive in selected men and postmenopausal women', 'formoterol; mometasone']","['angioedema', 'hereditary angioedema', 'breast cancer', 'hypercalcemia', 'new primary malignancy', 'ovarian cancer', 'endometrial cancer', 'endometrial hyperplasia', 'vaginal bleeding', 'cervical cancer', 'endometriosis', 'uterine cancer', 'uterine leiomyomata', 'vaginal cancer', 'cardiac disease', 'cerebrovascular disease', 'coronary artery disease', 'hypercholesterolemia', 'hypertension', 'myocardial infarction', 'obesity', 'protein c deficiency', 'protein s deficiency', 'stroke', 'thromboembolic disease', 'thromboembolism', 'thrombophlebitis', 'tobacco smoking', 'surgery', 'pregnancy', 'breast-feeding', 'gallbladder disease', 'hepatic disease', 'hepatocellular cancer', 'jaundice', 'porphyria', 'systemic lupus erythematosus (sle)', 'hypertriglyceridemia', 'pancreatitis', 'contact lenses', 'migraine', 'visual disturbance', 'diabetes mellitus', 'hypothyroidism', 'thyroid disease', 'asthma', 'renal disease', 'seizure disorder', 'depression', 'hypocalcemia', 'hypoparathyroidism', 'dementia', 'geriatric', 'children', 'infants', 'neonates', 'intravenous administration', 'accidental exposure']"
1696,['392509'],laronidase,['the hurler and hurler-scheie forms of mucopolysaccharidosis i (mps i) and for treatment of the scheie form of mps i (moderate to severe symptoms only)'],"['infusion-related reactions', 'laronidase hypersensitivity', 'pulmonary disease', 'serious hypersensitivity reactions or anaphylaxis', 'pregnancy', 'breast-feeding', 'infants', 'neonates', 'geriatric']"
1697,['616739'],rotigotine,"[""the signs and symptoms of idiopathic parkinson's disease"", 'restless legs syndrome (rls)']","['asthma', 'sulfite hypersensitivity', 'driving or operating machinery', 'ethanol ingestion', 'behavioral changes', 'impulse control symptoms', 'psychosis', 'schizophrenia', 'cardiac disease', 'hypertension', 'orthostatic hypotension', 'syncope', 'defibrillation (cardioversion)', 'magnetic resonance imaging (mri)', 'ambient temperature increase', 'heating pad', 'sunlight (uv) exposure', 'abrupt discontinuation', 'heart failure', 'peripheral edema', 'renal impairment', 'tardive dyskinesia', 'melanoma', 'pregnancy', 'breast-feeding', 'geriatric', 'children', 'infants']"
1698,,albuterol sulfate,"['acute bronchospasm (e', 'bronchospasm associated reversible obstructive airway disease (i', 'exercise-induced bronchospasm prophylaxis', 'the adjunctive emergency acute treatment of hyperkalemia�', 'bronchospasm associated with chronic obstructive pulmonary disease (copd)� including chronic bronchitis� and emphysema�']","['albuterol hypersensitivity', 'levalbuterol hypersensitivity', 'milk protein hypersensitivity', 'alcoholism', 'bradycardia', 'cardiac arrhythmias', 'cardiac disease', 'coronary artery disease', 'females', 'heart failure', 'hepatic disease', 'hypertension', 'hypocalcemia', 'hypokalemia', 'hypomagnesemia', 'malnutrition', 'myocardial infarction', 'qt prolongation', 'tachycardia', 'thyroid disease', 'geriatric', 'hyperthyroidism', 'pheochromocytoma', 'seizure disorder', 'seizures', 'thyrotoxicosis', 'diabetes mellitus', 'diabetic ketoacidosis', 'deterioration of asthma', 'paradoxical bronchospasm', 'labor', 'obstetric delivery', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates', 'renal impairment', 'maoi therapy']"
1699,['5175'],hemin,"['recurrent attacks of acute intermittent porphyria related to the menstrual cycle or other patients� with acute intermittent porphyria, porphyria variegata�, or hereditary coproporphyria�']","['intramuscular administration', 'subcutaneous administration', 'infection', 'requires an experienced clinician', 'viral infection', 'anticoagulant therapy', 'pregnancy', 'breast-feeding', 'latex hypersensitivity', 'preeclampsia']"
1700,['282357'],fulvestrant,"['breast cancer', 'hormone receptor (hr)-positive metastatic breast cancer in postmenopausal women with disease progression following endocrine therapy, as monotherapy', 'the first-line treatment of hormone receptor (hr)-positive metastatic breast cancer in postmenopausal women, in combination with anastrozole�', 'hormone receptor (hr)-positive, her2-negative advanced or metastatic breast cancer after disease progression following endocrine-based therapy, in combination with palbociclib', 'hormone receptor (hr)-positive, her2-negative advanced breast cancer in postmenopausal women who have not previously been treated with endocrine therapy, as monotherapy', 'hormone receptor (hr)-positive, her2-negative advanced or metastatic breast cancer with disease progression following endocrine therapy, in combination with abemaciclib']","['intravenous administration', 'neurologic events', 'peripheral neuropathy', 'hepatic disease', 'anticoagulant therapy', 'coagulopathy', 'thrombocytopenia', 'laboratory test interference', 'children', 'infants', 'neonates', 'pregnancy', 'contraception requirements', 'infertility', 'pregnancy testing', 'reproductive risk', 'breast-feeding']"
1701,,guanfacine hydrochloride,"['hypertension', 'attention-deficit hyperactivity disorder (adhd), as monotherapy or as adjunctive therapy to a psychostimulant']","['acute myocardial infarction', 'av block', 'bradycardia', 'cardiac disease', 'cerebrovascular disease', 'coronary artery disease', 'dehydration', 'hypotension', 'orthostatic hypotension', 'syncope', 'hepatic disease', 'renal disease', 'renal failure', 'renal impairment', 'abrupt discontinuation', 'geriatric', 'depression', 'driving or operating machinery', 'ethanol ingestion', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates']"
1702,"['1307619', '1307625', '1314319']",bosutinib,"['philadelphia chromosome-positive (ph+) chronic myelogenous leukemia (cml)', 'newly diagnosed chronic phase ph+ cml', 'chronic phase, accelerated phase, or blast phase ph+ cml with resistance or intolerance to prior therapy']","['abdominal pain', 'diarrhea', 'nausea/vomiting', 'anemia', 'neutropenia', 'thrombocytopenia', 'hepatic disease', 'hepatotoxicity', 'pericardial effusion', 'peripheral edema', 'pleural effusion', 'pulmonary edema', 'nephrotoxicity', 'renal disease', 'renal failure', 'renal impairment', 'contraception requirements', 'infertility', 'pregnancy testing', 'reproductive risk', 'pregnancy', 'breast-feeding']"
1703,['7417'],nifedipine,"[""ischemic heart disease including variant angina (prinzmetal's angina) and chronic stable angina pectoris"", 'hypertension', 'acute hypertensive episodes including hypertensive urgency and hypertensive emergency in pediatric patients�', 'migraine prophylaxis�', 'proteinuria� associated with diabetic nephropathy�', 'persistent singultus (hiccups)�', 'the inhibition of uterine contractions in premature labor�', 'achalasia�', 'high altitude pulmonary edema associated with altitude sickness�', 'altitude sickness prophylaxis<strong>']","['dihydropyridine hypersensitivity', 'pregnancy', 'breast-feeding', 'acute myocardial infarction', 'bradycardia', 'cardiogenic shock', 'coronary artery disease', 'heart failure', 'hypotension', 'ventricular dysfunction', 'geriatric', 'aortic stenosis', 'colostomy', 'constipation', 'diabetes mellitus', 'diverticulitis', 'esophageal stricture', 'gastric cancer', 'gastroesophageal reflux disease (gerd)', 'gi obstruction', 'hiatal hernia', 'hypothyroidism', 'ileus', 'inflammatory bowel disease', 'obesity', 'children', 'infants', 'hepatic disease', 'lactase deficiency']"
1704,['1895'],amlodipine besylate/atorvastatin calcium,"['hypertension or coronary artery disease including angina (chronic stable angina or variant angina) in patients with coexisting hyperlipoproteinemia (hypercholesterolemia, type iv hypertriglyceridemia, or type iii hyperlipoproteinemia) and/or patients at risk for complications of coronary artery disease (stroke prophylaxis, myocardial infarction prophylaxis)']","['dihydropyridine hypersensitivity', 'alcoholism', 'cholestasis', 'hepatic disease', 'hepatic encephalopathy', 'hepatitis', 'jaundice', 'hypotension', 'electrolyte imbalance', 'endocrine disease', 'infection', 'myopathy', 'organ transplant', 'renal disease', 'renal failure', 'renal impairment', 'rhabdomyolysis', 'seizure disorder', 'surgery', 'trauma', 'bradycardia', 'cardiogenic shock', 'heart failure', 'ventricular dysfunction', 'aortic stenosis', 'acute myocardial infarction', 'coronary artery disease', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates', 'geriatric', 'gastroesophageal reflux disease (gerd)', 'hiatal hernia', 'hypertension', 'stroke', 'diabetes mellitus']"
1705,,hyoscyamine sulfate/methenamine/methylene blue/monobasic sodium phosphate,"['discomfort associated with lower urinary tract infection (uti) or diagnostic procedures by producing urinary acidification, reducing bacteriuria, and reducing spasmodic activity', 'formaldehyde hypersensitivit***formoterol; mometasone']","['formaldehyde hypersensitivity', 'bladder obstruction', 'cardiac arrhythmias', 'coronary artery disease', 'geriatric', 'gi obstruction', 'glaucoma', 'heart failure', 'ileus', 'mitral stenosis', 'myasthenia gravis', 'prostatic hypertrophy', 'urinary retention', 'urinary tract obstruction', 'anuria', 'dehydration', 'hepatic disease', 'oliguria', 'renal failure', 'renal impairment', 'children', 'infants', 'neonates', 'eclampsia', 'pregnancy', 'breast-feeding', 'edema', 'hypernatremia', 'hyperphosphatemia', 'hypertension', 'sodium restriction']"
1706,['259280'],tenecteplase,"['acute myocardial infarction with st-elevation (stemi) due to coronary artery thrombosis', 're-establishing patency of an occluded iv catheter<strong>']","['cardiac arrhythmias', 'hypertension', 'aneurysm', 'arteriovenous malformation', 'bleeding', 'brain tumor', 'coagulopathy', 'diabetic retinopathy', 'endocarditis', 'head trauma', 'hepatic disease', 'intracranial mass', 'organ biopsy', 'peptic ulcer disease', 'pericarditis', 'renal disease', 'renal failure', 'spinal anesthesia', 'stroke', 'surgery', 'venipuncture', 'geriatric', 'intramuscular injections', 'infection', 'thrombophlebitis', 'anticoagulant therapy', 'atrial fibrillation', 'mitral stenosis', 'labor', 'obstetric delivery', 'pregnancy', 'breast-feeding']"
1707,,rimabotulinumtoxinB,"['cervical dystonia in adults to decrease the severity of abnormal head position and neck pain associated with cervical dystonia', 'sialorrhea� (excessive drooling) associated with neurological disorders (e']","['dysphagia', 'amyotrophic lateral sclerosis (als)', 'autonomic neuropathy', 'myasthenia gravis', 'myopathy', 'neuromuscular disease', 'infection', 'inflammation', 'albumin hypersensitivity', 'cerebral palsy', 'children', 'distant spread of toxin effects', 'geriatric', 'pregnancy', 'breast-feeding', 'viral infection', 'respiratory insufficiency', 'driving or operating machinery', 'surgery', 'requires an experienced clinician']"
1708,['641465'],armodafinil,"['narcolepsy to improve wakefulness in patients with excessive sleepiness', 'shift work sleep disorder to improve wakefulness in patients with excessive sleepiness', 'obstructive sleep apnea (osa) to improve wakefulness in patients with excessive sleepiness']","['angioedema', 'serious rash', 'bipolar disorder', 'depression', 'mania', 'psychosis', 'schizophrenia', 'suicidal ideation', 'neurological disease', 'acute myocardial infarction', 'angina', 'cardiac arrhythmias', 'cardiac disease', 'heart failure', 'hypertension', 'myocardial infarction', 'valvular heart disease', 'ventricular dysfunction', 'contraception requirements', 'pregnancy', 'breast-feeding', 'abrupt discontinuation', 'alcoholism', 'substance abuse', 'geriatric', 'hepatic disease', 'hepatitis', 'renal disease', 'renal failure', 'renal impairment', 'children', 'infants', 'neonates', 'driving or operating machinery']"
1709,,phenytoin sodium,"['status epilepticus', 'tonic-clonic seizures or partial seizures', 'maintenance dosing to treat tonic-clonic or complex partial seizures', 'non-emergent treatment to increase phenytoin serum concentrations in a patient currently receiving phenytoin, but who has subtherapeutic serum concentrations; or to initiate phenytoin therapy for seizures in non-emergent situations', 'seizure prophylaxis due to specific neurologic conditions, including neurosurgery, head trauma� or traumatic brain injury�, or subarachnoid hemorrhage�', 'seizure prophylaxis following traumatic brain injury� or head trauma� or for seizure prophylaxis or treatment during neurosurgery', 'serious cardiac arrhythmias secondary to digoxin toxicity�', 'seizure prophylaxis� during antenatal care in pregnant females with eclampsia� or severe preeclampsia�']","['barbiturate hypersensitivity', 'carbamazepine hypersensitivity', 'hydantoin hypersensitivity', 'succinimide hypersensitivity', 'asian patients', 'serious rash', 'depression', 'suicidal ideation', 'abrupt discontinuation', 'hypoglycemia', 'hyponatremia', 'petit mal (absence) seizures', 'hepatic disease', 'hepatotoxicity', 'hypoalbuminemia', 'jaundice', 'agranulocytosis', 'bone marrow suppression', 'hematological disease', 'porphyria', ""hodgkin's disease"", 'lymphoma', 'adams-stokes syndrome', 'av block', 'bradycardia', 'bundle-branch block', 'cardiac arrhythmias', 'cardiac disease', 'coronary artery disease', 'heart failure', 'hypotension', 'infusion-related reactions', 'intravenous administration', 'intramuscular administration', 'alcoholism', 'ethanol ingestion', 'ethanol intoxication', 'driving or operating machinery', 'encephalopathy', 'psychosis', 'renal disease', 'renal failure', 'renal impairment', 'diabetes mellitus', 'hypothyroidism', 'thyroid disease', 'bone fractures', 'osteomalacia', 'osteoporosis', 'myasthenia gravis', 'dental disease', 'extravasation', 'geriatric', 'neonates', 'obstetric delivery', 'pregnancy', 'vitamin k deficiency', 'breast-feeding', 'contraception requirements', 'reproductive risk', 'radiation therapy']"
1710,['5640'],ibuprofen,"['rheumatoid arthritis (ra) and juvenile rheumatoid arthritis (jra)/juvenile idiopathic arthritis (jia)', 'dysmenorrhea', 'severe pain in hospitalized patients', 'mild pain to moderate pain', 'mild to moderate pain in hospitalized patients', 'self-treatment of minor aches and pains due to the common cold, toothache, muscular aches or backache (musculoskeletal pain), and the minor pains of arthritis', 'fever', 'headache', 'self-treatment of headache', 'pain due to acute migraine', 'osteoarthritis; ankylosing spondylitis�; acute gouty arthritis�; or psoriatic arthritis�', 'patients with cystic fibrosis� to slow the rate of decline in lung function', 'formoterol; mometasone']","['acute bronchospasm', 'asthma', 'nasal polyps', 'nsaid hypersensitivity', 'salicylate hypersensitivity', 'urticaria', 'alcoholism', 'anticoagulant therapy', 'chemotherapy', 'corticosteroid therapy', ""crohn's disease"", 'gi bleeding', 'gi disease', 'gi perforation', 'peptic ulcer disease', 'tobacco smoking', 'ulcerative colitis', 'hepatic disease', 'dehydration', 'diabetes mellitus', 'edema', 'heart failure', 'hypertension', 'hypovolemia', 'renal disease', 'renal failure', 'renal impairment', 'rheumatoid arthritis', 'acute myocardial infarction', 'angina', 'cardiac arrhythmias', 'cardiac disease', 'cardiomyopathy', 'cerebrovascular disease', 'coronary artery bypass graft surgery (cabg)', 'coronary artery disease', 'myocardial infarction', 'peripheral vascular disease', 'stroke', 'tachycardia', 'thromboembolism', 'bone marrow suppression', 'coagulopathy', 'hematological disease', 'hemophilia', 'immunosuppression', 'neutropenia', 'surgery', 'thrombocytopenia', 'anemia', 'geriatric', 'labor', 'obstetric delivery', 'pregnancy', 'infertility', 'reproductive risk', 'breast-feeding', 'systemic lupus erythematosus (sle)']"
1711,,"diphtheria and tetanus toxoids and acellular pertussis adsorbed, inactivated poliovirus and haemophilus b conjugate (tetanus toxoid conjugate) vaccine","['simultaneous diphtheria prophylaxis, tetanus prophylaxis, pertussis prophylaxis, haemophilus influenzae type b prophylaxis, and poliovirus prophylaxis']","['children', 'geriatric', 'infants', 'neonates', 'premature neonates', 'intraarterial administration', 'intravenous administration', 'subcutaneous administration', 'guillain-barre syndrome', 'albumin hypersensitivity', 'neomycin hypersensitivity', 'polymyxin hypersensitivity', 'polysorbate 80 hypersensitivity', 'encephalopathy', 'fever', 'neurological disease', 'seizure disorder', 'seizures', 'shock', 'anticoagulant therapy', 'coagulopathy', 'hemophilia', 'thrombocytopenia', 'vitamin k deficiency', 'immunosuppression', 'pregnancy', 'breast-feeding', 'infection']"
1712,,dextroamphetamine sulfate,"['attention-deficit hyperactivity disorder (adhd)', 'narcolepsy', 'the short-term treatment (i', 'hypothalamic obesity� after craniopharyngioma surgical resection', 'formoterol***formoterol; mometasone']","['alcoholism', 'substance abuse', 'bipolar disorder', 'depression', 'mania', 'psychosis', 'schizophrenia', 'suicidal ideation', 'hypertension', 'tachycardia', 'acute myocardial infarction', 'aortic stenosis', 'arteriosclerosis', 'cardiac arrhythmias', 'cardiac disease', 'cardiomyopathy', 'congenital heart disease', 'coronary artery disease', 'heart failure', 'myocardial infarction', 'prosthetic heart valves', 'valvular heart disease', 'ventricular arrhythmias', 'ventricular dysfunction', 'cerebrovascular disease', 'stroke', 'glaucoma', 'visual disturbance', 'hyperthyroidism', 'thyrotoxicosis', 'neonates', 'pregnancy', 'breast-feeding', 'tics', ""tourette's syndrome"", 'driving or operating machinery', 'seizure disorder', 'seizures', 'surgery', 'radiographic contrast administration', 'abrupt discontinuation', 'hypercortisolism', 'geriatric', 'hepatic disease', 'renal impairment', 'children', 'growth inhibition', 'infants', 'maoi therapy', 'peripheral vascular disease', ""raynaud's phenomenon"", 'anorexia nervosa', 'bulimia nervosa', 'obesity treatment']"
1713,,terbinafine hydrochloride,"['tinea pedis', 'tinea cruris or tinea corporis', 'tinea capitis', 'tinea versicolor due to <em>malassezia furfur</em>', 'onychomycosis', 'the routine treatment of onychomycosis (tinea unguium)', 'onychomycosis due to <em>candida parapsilosis�</em>', 'refractory bronchopulmonary aspergillosis� due to various <em>aspergillus</em> sp']","['onychomycosis', 'human immunodeficiency virus (hiv) infection', 'immunosuppression', 'neutropenia', 'pregnancy', 'breast-feeding', 'anxiety', 'children', 'depression', 'insomnia', 'suicidal ideation', 'hepatic disease', 'hepatitis', 'jaundice', 'renal failure', 'renal impairment', 'serious rash', 'hemolytic-uremic syndrome', 'thrombotic thrombocytopenic purpura (ttp)']"
1714,,fibrin sealant,"['skin graft management by promoting adherence of autologous skin grafts to surgically prepared wound beds from burns', 'use as an adjunct to hemostasis in patients undergoing surgery when control of surgical bleeding by standard surgical techniques is ineffective or impractical', 'use as an adjunct to standard surgical techniques for colonic anastomotic leak prophylaxis after the reversal of temporary colostomies']","['intraarterial administration', 'intravenous administration', 'aprotinin hypersensitivity', 'bleeding', 'infection', 'pregnancy', 'breast-feeding']"
1715,['47858'],methsuximide,['generalized absence seizures'],"['succinimide hypersensitivity', 'depression', 'suicidal ideation', 'abrupt discontinuation', 'bone marrow suppression', 'fever', 'hematological disease', 'infection', 'driving or operating machinery', 'psychosis', 'schizophrenia', 'porphyria', 'hepatic disease', 'hepatitis', 'jaundice', 'renal disease', 'renal impairment', 'systemic lupus erythematosus (sle)', 'pregnancy', 'breast-feeding', 'infants', 'geriatric']"
1716,['2541'],cimetidine,"['gastroesophageal reflux disease (gerd) or esophagitis associated with gastroesophageal reflux disease (gerd)', 'the self-medication of pyrosis (heartburn), acid dyspepsia (acid indigestion), or sour stomach', 'peptic ulcer disease (duodenal ulcer or gastric ulcer)', 'acute treatment', 'maintenance therapy of refractory duodenal ulcer or gastric ulcer in patients with peptic ulcer disease', 'helicobacter pylori (h', 'pathological hypersecretory conditions including zollinger-ellison syndrome, systemic mastocytosis, and multiple endocrine adenoma syndrome', 'upper gi bleeding or acute gastritis', 'stress gastritis prophylaxis in critically-ill patients', 'acid aspiration prophylaxis� prior to intubation or anesthesia', 'nsaid-induced ulcer prophylaxis�', 'acute, severe urticaria� or angioedema� associated with systemic symptoms in combination with an h1-blocker', 'the prevention of urticaria and other histamine-mediated reactions to specific types of chemotherapy� (e', 'formoterol; mometasone']","['benzyl alcohol hypersensitivity', 'h2-blocker hypersensitivity', 'intravenous administration', 'gastric cancer', 'infection', 'hepatic disease', 'renal failure', 'renal impairment', 'pregnancy', 'breast-feeding', 'neonates', 'tobacco smoking', 'immunosuppression', 'geriatric', 'vitamin b12 deficiency']"
