index,Class,Drug,generics
6009,topical anti-infectives,Natroba,generic name: spinosad
6010,topical anti-infectives,Acid Jelly,generic name: acetic acid
6011,topical anti-infectives,Ulesfia,generic name: benzyl alcohol
6012,topical anti-infectives,Eurax,generic name: crotamiton
6013,topical anti-infectives,Soolantra,generic name: ivermectin
6014,topical anti-infectives,Zyclara,generic name: imiquimod
6015,topical anti-infectives,Aldara,generic name: imiquimod
6016,topical anti-infectives,Sklice,generic name: ivermectin
6017,topical anti-infectives,Elimite,generic name: permethrin
6018,topical anti-infectives,Iodosorb,generic name: cadexomer iodine
6019,topical anti-infectives,RID Home Lice Control Spray for Surfaces,generic name: permethrin
6020,topical anti-infectives,Abreva,generic name: docosanol
6021,topical anti-infectives,RID,generic name: piperonyl butoxide/pyrethrins
6022,topical anti-infectives,Eskata,generic name: hydrogen peroxide
6023,topical anti-infectives,A-200 Lice Treatment,generic name: piperonyl butoxide/pyrethrins
6024,topical anti-infectives,Aci-Jel,generic name: acetic acid
6025,topical anti-infectives,Acidic Vaginal Jelly,generic name: acetic acid
6026,topical anti-infectives,Acticin,generic name: permethrin
6027,topical anti-infectives,Aloquin,generic name: aloe polysaccharides/iodoquinol
6028,topical anti-infectives,Bidette,generic name: acetic acid
6029,topical anti-infectives,Capitrol,generic name: chloroxine
6030,topical anti-infectives,Feminique,generic name: acetic acid
6031,topical anti-infectives,Fem pH,generic name: acetic acid
6032,topical anti-infectives,Furacin,generic name: nitrofurazone
6033,topical anti-infectives,"Good Sense Lice Killing Shampoo, Step 1",generic name: piperonyl butoxide/pyrethrins
6034,topical anti-infectives,Hylafem,generic name: boric acid
6035,topical anti-infectives,Iodoflex,generic name: cadexomer iodine
6036,topical anti-infectives,Klout,generic name: acetic acid
6037,topical anti-infectives,Lice Bedding Spray,generic name: permethrin
6038,topical anti-infectives,Lice Treatment,generic name: piperonyl butoxide/pyrethrins
6039,topical anti-infectives,Licide,generic name: piperonyl butoxide/pyrethrins
6040,topical anti-infectives,Massengill Douche,generic name: acetic acid
6041,topical anti-infectives,Nix,generic name: permethrin
6042,topical anti-infectives,Nix Cream Rinse,generic name: permethrin
6043,topical anti-infectives,Nix Lice Control,generic name: permethrin
6044,topical anti-infectives,Pronto Lice Kill System,generic name: piperonyl butoxide/pyrethrins
6045,topical anti-infectives,Proxacol,generic name: hydrogen peroxide
6046,topical anti-infectives,Quinja,generic name: aloe polysaccharides/iodoquinol
6047,topical anti-infectives,R & C Lice Treatment Kit,generic name: piperonyl butoxide/pyrethrins
6048,topical anti-infectives,Relagard,generic name: acetic acid
6049,topical anti-infectives,Rid Pediculicide,generic name: piperonyl butoxide/pyrethrins
6050,topical anti-infectives,Tegrin-LT Lice Treatment Kit,generic name: piperonyl butoxide/pyrethrins
6051,topical anti-infectives,Tisit,generic name: piperonyl butoxide/pyrethrins
6052,topical anti-infectives,Triple X Pediculicide,generic name: piperonyl butoxide/pyrethrins
6053,topical anti-rosacea agents,Azelex,generic name: azelaic acid
6054,topical anti-rosacea agents,Finacea,generic name: azelaic acid
6055,topical anti-rosacea agents,Vandazole,generic name: metronidazole
6056,topical anti-rosacea agents,Rozex,generic name: metronidazole
6057,topical anti-rosacea agents,MetroGel-Vaginal,generic name: metronidazole
6058,topical anti-rosacea agents,MetroGel,generic name: metronidazole
6059,topical anti-rosacea agents,Noritate,generic name: metronidazole
6060,topical anti-rosacea agents,MetroCream,generic name: metronidazole
6061,topical anti-rosacea agents,Mirvaso,generic name: brimonidine
6062,topical anti-rosacea agents,Rhofade,generic name: oxymetazoline
6063,topical anti-rosacea agents,MetroLotion,generic name: metronidazole
6064,topical anti-rosacea agents,Rosaclear,generic name: metronidazole
6065,topical anti-rosacea agents,Rosadan,generic name: metronidazole
6066,topical anti-rosacea agents,Vitazol,generic name: metronidazole
6067,topical antibiotics,Avar,generic name: sulfacetamide sodium/sulfur
6068,topical antibiotics,Avar LS Cleanser,generic name: sulfacetamide sodium/sulfur
6069,topical antibiotics,Duospore,generic name: bacitracin/polymyxin b
6070,topical antibiotics,Ery Pads,generic name: erythromycin
6071,topical antibiotics,Ovace Plus,generic name: sulfacetamide sodium
6072,topical antibiotics,Prascion RA,generic name: sulfacetamide sodium/sulfur
6073,topical antibiotics,Rosula,generic name: sulfacetamide sodium/sulfur
6074,topical antibiotics,Silvadene,generic name: silver sulfadiazine
6075,topical antibiotics,Plexion Cleanser,generic name: sulfacetamide sodium/sulfur
6076,topical antibiotics,Rosac,generic name: sulfacetamide sodium/sulfur
6077,topical antibiotics,Sumaxin,generic name: sulfacetamide sodium/sulfur
6078,topical antibiotics,Triple Antibiotic,generic name: bacitracin/neomycin/polymyxin b
6079,topical antibiotics,Clarifoam EF,generic name: sulfacetamide sodium/sulfur
6080,topical antibiotics,Altabax,generic name: retapamulin
6081,topical antibiotics,Avar Cleanser,generic name: sulfacetamide sodium/sulfur
6082,topical antibiotics,Sumadan,generic name: sulfacetamide sodium/sulfur
6083,topical antibiotics,Bactroban,generic name: mupirocin
6084,topical antibiotics,Neosporin,generic name: bacitracin/neomycin/polymyxin b
6085,topical antibiotics,Polysporin First Aid Antibiotic Ointment,generic name: bacitracin/polymyxin b
6086,topical antibiotics,A / T / S,generic name: erythromycin
6087,topical antibiotics,Akne-Mycin,generic name: erythromycin
6088,topical antibiotics,Antibiotic Plus Pain Relief,generic name: neomycin/polymyxin b/pramoxine
6089,topical antibiotics,Avar-E,generic name: sulfacetamide sodium/sulfur
6090,topical antibiotics,Avar-E Green,generic name: sulfacetamide sodium/sulfur
6091,topical antibiotics,Avar-E LS,generic name: sulfacetamide sodium/sulfur
6092,topical antibiotics,Avar LS,generic name: sulfacetamide sodium/sulfur
6093,topical antibiotics,Baciguent,generic name: bacitracin
6094,topical antibiotics,Bactroban Nasal,generic name: mupirocin
6095,topical antibiotics,BP 10-Wash,generic name: sulfacetamide sodium/sulfur
6096,topical antibiotics,Centany,generic name: mupirocin
6097,topical antibiotics,Centany AT Kit,generic name: mupirocin
6098,topical antibiotics,Cerisa Wash,generic name: sulfacetamide sodium/sulfur
6099,topical antibiotics,Clenia Emollient Cream,generic name: sulfacetamide sodium/sulfur
6100,topical antibiotics,Curad Triple Antibiotic,generic name: bacitracin/neomycin/polymyxin b
6101,topical antibiotics,Emcin Clear,generic name: erythromycin
6102,topical antibiotics,Emgel,generic name: erythromycin
6103,topical antibiotics,Erycette,generic name: erythromycin
6104,topical antibiotics,Eryderm,generic name: erythromycin
6105,topical antibiotics,Erygel,generic name: erythromycin
6106,topical antibiotics,Erymax,generic name: erythromycin
6107,topical antibiotics,Erythra-Derm,generic name: erythromycin
6108,topical antibiotics,Garimide,generic name: sulfacetamide sodium/sulfur
6109,topical antibiotics,Klaron,generic name: sulfacetamide sodium
6110,topical antibiotics,Medi-Quik,generic name: bacitracin/neomycin/polymyxin b
6111,topical antibiotics,Mexar,generic name: sulfacetamide sodium
6112,topical antibiotics,Neosporin + Pain Relief Ointment,generic name: bacitracin/neomycin/polymyxin b/pramoxine
6113,topical antibiotics,Neosporin G U Irrigant,generic name: neomycin/polymyxin b
6114,topical antibiotics,Ovace,generic name: sulfacetamide sodium
6115,topical antibiotics,Plexion,generic name: sulfacetamide sodium/sulfur
6116,topical antibiotics,Plexion Cleansing Cloths,generic name: sulfacetamide sodium/sulfur
6117,topical antibiotics,Plexion SCT,generic name: sulfacetamide sodium/sulfur
6118,topical antibiotics,Plexion TS,generic name: sulfacetamide sodium/sulfur
6119,topical antibiotics,Prascion Cleanser,generic name: sulfacetamide sodium/sulfur
6120,topical antibiotics,Prascion FC Cloths,generic name: sulfacetamide sodium/sulfur
6121,topical antibiotics,Romycin,generic name: erythromycin
6122,topical antibiotics,Rosaderm Cleanser,generic name: sulfacetamide sodium/sulfur
6123,topical antibiotics,Rosanil Cleanser,generic name: sulfacetamide sodium/sulfur
6124,topical antibiotics,Rosula Cleanser,generic name: sulfacetamide sodium/sulfur
6125,topical antibiotics,Rosula Wash,generic name: sulfacetamide sodium/sulfur
6126,topical antibiotics,SE 10-5 SS,generic name: sulfacetamide sodium/sulfur
6127,topical antibiotics,Seb-Prev,generic name: sulfacetamide sodium
6128,topical antibiotics,Sebizon,generic name: sulfacetamide sodium
6129,topical antibiotics,SSD,generic name: silver sulfadiazine
6130,topical antibiotics,SSD AF,generic name: silver sulfadiazine
6131,topical antibiotics,Staticin,generic name: erythromycin
6132,topical antibiotics,Sulfacleanse 8 / 4,generic name: sulfacetamide sodium/sulfur
6133,topical antibiotics,Sulfamylon,generic name: mafenide
6134,topical antibiotics,Sulfatol,generic name: sulfacetamide sodium/sulfur
6135,topical antibiotics,Sulfatol C,generic name: sulfacetamide sodium/sulfur
6136,topical antibiotics,Sulfatol SS,generic name: sulfacetamide sodium/sulfur
6137,topical antibiotics,Sumaxin Cleansing Pads,generic name: sulfacetamide sodium/sulfur
6138,topical antibiotics,Sumaxin TS,generic name: sulfacetamide sodium/sulfur
6139,topical antibiotics,Suphera,generic name: sulfacetamide sodium/sulfur
6140,topical antibiotics,Sx1 Medicated Post-Operative System,generic name: bacitracin/lidocaine/neomycin/polymyxin b
6141,topical antibiotics,T-Stat,generic name: erythromycin
6142,topical antibiotics,Theramycin Z,generic name: erythromycin
6143,topical antibiotics,Thermazene,generic name: silver sulfadiazine
6144,topical antibiotics,Topisulf,generic name: sulfacetamide sodium/sulfur
6145,topical antibiotics,Virti-Sulf,generic name: sulfacetamide sodium/sulfur
6146,topical antibiotics,Xepi,generic name: ozenoxacin
6147,topical antibiotics,Zencia Wash,generic name: sulfacetamide sodium/sulfur
6148,topical antifungals,Bensal HP,generic name: benzoic acid/salicylic acid
6149,topical antifungals,Blis-To-Sol Powder,generic name: undecylenic acid
6150,topical antifungals,Extina,generic name: ketoconazole
6151,topical antifungals,Mycostatin Topical,generic name: nystatin
6152,topical antifungals,Naftin,generic name: naftifine
6153,topical antifungals,Nizoral Topical,generic name: ketoconazole
6154,topical antifungals,Nyamyc,generic name: nystatin
6155,topical antifungals,Tinactin,generic name: tolnaftate
6156,topical antifungals,Zeasorb-AF,generic name: miconazole
6157,topical antifungals,Zeasorb-AF Drying Gel,generic name: miconazole
6158,topical antifungals,Vusion,generic name: miconazole/zinc oxide
6159,topical antifungals,Spectazole,generic name: econazole
6160,topical antifungals,Loprox,generic name: ciclopirox
6161,topical antifungals,Lotrimin AF Athlete's Foot Powder,generic name: miconazole
6162,topical antifungals,Oxistat,generic name: oxiconazole
6163,topical antifungals,Pedi-Dri,generic name: nystatin
6164,topical antifungals,Penlac,generic name: ciclopirox
6165,topical antifungals,Xolegel,generic name: ketoconazole
6166,topical antifungals,Ertaczo,generic name: sertaconazole
6167,topical antifungals,Nizoral Shampoo,generic name: ketoconazole
6168,topical antifungals,Nizoral A-D,generic name: ketoconazole
6169,topical antifungals,Micon 7,generic name: miconazole
6170,topical antifungals,Jublia,generic name: efinaconazole
6171,topical antifungals,Nystop,generic name: nystatin
6172,topical antifungals,Penlac Nail Lacquer,generic name: ciclopirox
6173,topical antifungals,Lamisil AT,generic name: terbinafine
6174,topical antifungals,Kerydin,generic name: tavaborole
6175,topical antifungals,Pedipirox-4,generic name: ciclopirox
6176,topical antifungals,Dermagran AF,generic name: miconazole
6177,topical antifungals,M-Zole 3,generic name: miconazole
6178,topical antifungals,Absorbine Athlete's Foot,generic name: tolnaftate
6179,topical antifungals,Absorbine Jr Antifungal,generic name: tolnaftate
6180,topical antifungals,Aftate,generic name: tolnaftate
6181,topical antifungals,Aloe Vesta,generic name: miconazole
6182,topical antifungals,Aloe Vesta 2 in 1 Antifungal,generic name: miconazole
6183,topical antifungals,Athletes Foot Cream,generic name: terbinafine
6184,topical antifungals,Azolen,generic name: miconazole
6185,topical antifungals,Baza Antifungal,generic name: miconazole
6186,topical antifungals,Blis-To-Sol,generic name: tolnaftate
6187,topical antifungals,Canesten,generic name: clotrimazole
6188,topical antifungals,Clarus Antifungal,generic name: tolnaftate
6189,topical antifungals,CNL8 Nail,generic name: ciclopirox
6190,topical antifungals,Critic-Aid Clear AF,generic name: miconazole
6191,topical antifungals,Cruex,generic name: undecylenic acid
6192,topical antifungals,Cruex Prescription Strength,generic name: miconazole
6193,topical antifungals,DermaFungal,generic name: miconazole
6194,topical antifungals,Desenex Antifungal Atheletes Foot Spray Liquid,generic name: miconazole
6195,topical antifungals,Desenex Antifungal Cream,generic name: clotrimazole
6196,topical antifungals,Desenex Antifungal Foot Cream,generic name: miconazole
6197,topical antifungals,Desenex Jock Itch,generic name: miconazole
6198,topical antifungals,Ecoza,generic name: econazole
6199,topical antifungals,Elon Dual Defense Anti-Fungal Formula,generic name: undecylenic acid
6200,topical antifungals,Exelderm,generic name: sulconazole
6201,topical antifungals,Exoderm,generic name: salicylic acid/sodium thiosulfate
6202,topical antifungals,Fungi-Guard,generic name: tolnaftate
6203,topical antifungals,FungiCURE Pump Spray,generic name: clotrimazole
6204,topical antifungals,Fungoid,generic name: miconazole
6205,topical antifungals,Ketodan,generic name: ketoconazole
6206,topical antifungals,Kuric,generic name: ketoconazole
6207,topical antifungals,Lamisil AF Defense,generic name: tolnaftate
6208,topical antifungals,Lamisil AT Cream,generic name: terbinafine
6209,topical antifungals,Lamisil AT Cream for Jock Itch,generic name: terbinafine
6210,topical antifungals,Lamisil AT Spray,generic name: terbinafine
6211,topical antifungals,Loprox TS,generic name: ciclopirox
6212,topical antifungals,Lotrimin AF Athlete's Foot Cream,generic name: clotrimazole
6213,topical antifungals,Lotrimin AF Deodorant Powder Spray,generic name: miconazole
6214,topical antifungals,Lotrimin AF Jock Itch Powder Spray,generic name: miconazole
6215,topical antifungals,Lotrimin Ultra Athlete's Foot Cream,generic name: butenafine
6216,topical antifungals,Luzu,generic name: luliconazole
6217,topical antifungals,Mentax,generic name: butenafine
6218,topical antifungals,Micaderm,generic name: miconazole
6219,topical antifungals,Micatin,generic name: miconazole
6220,topical antifungals,Micro-Guard,generic name: miconazole
6221,topical antifungals,Miranel AF,generic name: miconazole
6222,topical antifungals,Mitrazol,generic name: miconazole
6223,topical antifungals,Monistat-Derm,generic name: miconazole
6224,topical antifungals,Mycelex,generic name: clotrimazole
6225,topical antifungals,Mycocide NS,generic name: tolnaftate
6226,topical antifungals,Naftin-MP,generic name: naftifine
6227,topical antifungals,NuZole,generic name: miconazole
6228,topical antifungals,Nyata,generic name: nystatin
6229,topical antifungals,Ony-Clear,generic name: miconazole
6230,topical antifungals,Pediaderm AF,generic name: nystatin
6231,topical antifungals,Podactin,generic name: tolnaftate
6232,topical antifungals,Protectol,generic name: undecylenic acid
6233,topical antifungals,Q-Naftate,generic name: tolnaftate
6234,topical antifungals,Rash Relief Antifungal,generic name: miconazole/zinc oxide
6235,topical antifungals,Secura Antifungal,generic name: miconazole
6236,topical antifungals,Secura Antifungal Extra Thick,generic name: miconazole
6237,topical antifungals,Soothe & Cool Inzo,generic name: miconazole
6238,topical antifungals,Tetterine,generic name: miconazole
6239,topical antifungals,Tinactin Jock Itch,generic name: tolnaftate
6240,topical antifungals,Tinaderm,generic name: tolnaftate
6241,topical antifungals,Tinamar,generic name: tolnaftate
6242,topical antifungals,Tinaspore,generic name: tolnaftate
6243,topical antifungals,Ting,generic name: tolnaftate
6244,topical antifungals,Triple Paste AF,generic name: miconazole
6245,topical antifungals,Undelenic,generic name: undecylenic acid
6246,topical antifungals,Versiclear,generic name: salicylic acid/sodium thiosulfate
6247,topical antihistamines,Benadryl Extra Strength Itch Stopping Gel,generic name: diphenhydramine
6248,topical antihistamines,Itch Relief,generic name: diphenhydramine
6249,topical antihistamines,Prudoxin,generic name: doxepin
6250,topical antihistamines,Zonalon,generic name: doxepin
6251,topical antineoplastics,Fluoroplex,generic name: fluorouracil
6252,topical antineoplastics,Carac,generic name: fluorouracil
6253,topical antineoplastics,Efudex,generic name: fluorouracil
6254,topical antineoplastics,Zyclara,generic name: imiquimod
6255,topical antineoplastics,Aldara,generic name: imiquimod
6256,topical antineoplastics,Tolak,generic name: fluorouracil
6257,topical antineoplastics,Picato,generic name: ingenol
6258,topical antineoplastics,Fluorac,generic name: diclofenac/fluorouracil
6259,topical antineoplastics,Valchlor,generic name: mechlorethamine
6260,topical antipsoriatics,Fabior,generic name: tazarotene
6261,topical antipsoriatics,Taclonex Scalp,generic name: betamethasone/calcipotriene
6262,topical antipsoriatics,Tazorac,generic name: tazarotene
6263,topical antipsoriatics,Taclonex,generic name: betamethasone/calcipotriene
6264,topical antipsoriatics,Dovonex,generic name: calcipotriene
6265,topical antipsoriatics,Vectical,generic name: calcitriol
6266,topical antipsoriatics,Enstilar,generic name: betamethasone/calcipotriene
6267,topical antipsoriatics,Anthraforte,generic name: anthralin
6268,topical antipsoriatics,Anthrascalp,generic name: anthralin
6269,topical antipsoriatics,Avage,generic name: tazarotene
6270,topical antipsoriatics,Calcitrene,generic name: calcipotriene
6271,topical antipsoriatics,Dritho-Scalp,generic name: anthralin
6272,topical antipsoriatics,Drithocreme,generic name: anthralin
6273,topical antipsoriatics,Oxsoralen,generic name: methoxsalen
6274,topical antipsoriatics,Psoriatec,generic name: anthralin
6275,topical antipsoriatics,R A Acne,generic name: resorcinol
6276,topical antipsoriatics,Resinol,generic name: resorcinol
6277,topical antipsoriatics,Sorilux,generic name: calcipotriene
6278,topical antipsoriatics,Zithranol,generic name: anthralin
6279,topical antipsoriatics,Zithranol-RR,generic name: anthralin
6280,topical antivirals,Zovirax Ointment,generic name: acyclovir
6281,topical antivirals,Denavir,generic name: penciclovir
6282,topical antivirals,Zovirax Cream,generic name: acyclovir
6284,topical debriding agents,Granulex,generic name: balsam peru/castor oil/trypsin
6285,topical debriding agents,Xenaderm,generic name: balsam peru/castor oil/trypsin
6286,topical debriding agents,Collagenase Santyl,generic name: collagenase
6287,topical debriding agents,Optase,generic name: balsam peru/castor oil/trypsin
6288,topical debriding agents,Revina NLT,generic name: balsam peru/castor oil/trypsin
6289,topical debriding agents,Santyl,generic name: collagenase
6290,topical debriding agents,TBC,generic name: balsam peru/castor oil/trypsin
6291,topical debriding agents,Vasolex,generic name: balsam peru/castor oil/trypsin
6292,topical depigmenting agents,Tri-Luma,generic name: fluocinolone/hydroquinone/tretinoin
6293,topical depigmenting agents,Melquin HP,generic name: hydroquinone
6294,topical depigmenting agents,Melpaque HP,generic name: hydroquinone
6295,topical depigmenting agents,Aclaro,generic name: hydroquinone
6296,topical depigmenting agents,Aclaro PD,generic name: hydroquinone
6297,topical depigmenting agents,Alera,generic name: hydroquinone
6298,topical depigmenting agents,Alphaquin HP,generic name: hydroquinone
6299,topical depigmenting agents,AMBI Fade,generic name: hydroquinone
6300,topical depigmenting agents,Benoquin,generic name: monobenzone
6301,topical depigmenting agents,Blanche,generic name: hydroquinone
6302,topical depigmenting agents,Complex HQ Plus,generic name: hydroquinone
6303,topical depigmenting agents,Eldopaque,generic name: hydroquinone
6304,topical depigmenting agents,Eldoquin,generic name: hydroquinone
6305,topical depigmenting agents,EpiQuin Micro,generic name: hydroquinone
6306,topical depigmenting agents,Esoterica,generic name: hydroquinone
6307,topical depigmenting agents,Esoterica Daytime,generic name: hydroquinone
6308,topical depigmenting agents,Esoterica Nighttime,generic name: hydroquinone
6309,topical depigmenting agents,Esoterica Sensitive Skin,generic name: hydroquinone
6310,topical depigmenting agents,Exuviance Intense Lightening Complex,generic name: hydroquinone
6311,topical depigmenting agents,Glytone Clarifying,generic name: hydroquinone
6312,topical depigmenting agents,Hydro-Q,generic name: hydroquinone
6313,topical depigmenting agents,Hydroquinone and Sunscreen,generic name: hydroquinone
6314,topical depigmenting agents,Lustra,generic name: hydroquinone
6315,topical depigmenting agents,Lustra-AF,generic name: hydroquinone
6316,topical depigmenting agents,Lustra-Ultra,generic name: hydroquinone
6317,topical depigmenting agents,Melamin,generic name: hydroquinone
6318,topical depigmenting agents,Melamin-C,generic name: hydroquinone
6319,topical depigmenting agents,Melamix,generic name: hydroquinone
6320,topical depigmenting agents,Melquin-3,generic name: hydroquinone
6321,topical depigmenting agents,Nava-SC,generic name: hydroquinone
6322,topical depigmenting agents,NeoCeuticals Post-Acne Fade,generic name: hydroquinone
6323,topical depigmenting agents,NeoStrata HQ Skin Lightening,generic name: hydroquinone
6324,topical depigmenting agents,Neova Complex HQ Plus,generic name: hydroquinone
6325,topical depigmenting agents,Nuquin HP,generic name: hydroquinone
6326,topical depigmenting agents,Obagi-C Rx System C-Therapy Night Cream,generic name: hydroquinone
6327,topical depigmenting agents,Obagi Condition and Enhance,generic name: hydroquinone
6328,topical depigmenting agents,Obagi C Rx System C Clarifying Serum,generic name: hydroquinone
6329,topical depigmenting agents,Obagi Skin Lightening Complex,generic name: hydroquinone
6330,topical depigmenting agents,Palmers Skin Success Eventone Fade,generic name: hydroquinone
6331,topical depigmenting agents,Recover Lightening Complex,generic name: hydroquinone
6332,topical depigmenting agents,Remergent HQ,generic name: hydroquinone
6333,topical depigmenting agents,Skin Lightening Complex,generic name: hydroquinone
6334,topical depigmenting agents,Skinprint Cleartone,generic name: hydroquinone
6335,topical depigmenting agents,SunVanish Cream,generic name: hydroquinone
6336,topical emollients,Carmol,generic name: urea
6337,topical emollients,CeraVe,generic name: emollients
6338,topical emollients,Corn Huskers Lotion,generic name: emollients
6339,topical emollients,Geri-Hydrolac,generic name: ammonium lactate
6340,topical emollients,Kerafoam,generic name: urea
6341,topical emollients,Kerol,generic name: urea
6342,topical emollients,Lac-Hydrin,generic name: ammonium lactate
6343,topical emollients,Natural Ice,generic name: emollients
6344,topical emollients,Promiseb,generic name: emollients
6345,topical emollients,Rea Lo 40,generic name: urea
6346,topical emollients,Salvax Duo,generic name: salicylic acid/urea
6347,topical emollients,Biafine,generic name: emollients
6348,topical emollients,AmLactin,generic name: ammonium lactate
6349,topical emollients,X-Viate,generic name: urea
6350,topical emollients,Lubriderm,generic name: emollients
6351,topical emollients,Nutraplus,generic name: urea
6352,topical emollients,Bag Balm,generic name: emollients
6353,topical emollients,EpiCeram,generic name: emollients
6354,topical emollients,Mederma,generic name: emollients
6355,topical emollients,Aveeno,generic name: emollients
6356,topical emollients,Replens,generic name: emollients
6357,topical emollients,Blistex Lip Balm,generic name: emollients
6358,topical emollients,Cetaphil Lotion,generic name: emollients
6359,topical emollients,Eletone,generic name: emollients
6360,topical emollients,Eucerin,generic name: emollients
6361,topical emollients,A+D,generic name: vitamin a & d
6362,topical emollients,Aloe Grande,"generic name: vitamins a, d, and e"
6363,topical emollients,AlphaSoft,generic name: emollients
6364,topical emollients,Aluvea,generic name: urea
6365,topical emollients,Aqua Care,generic name: urea
6366,topical emollients,Aquaphilic with Urea,generic name: urea
6367,topical emollients,Aquaphor,generic name: emollients
6368,topical emollients,Atopiclair,generic name: emollients
6369,topical emollients,Atrac-Tain,generic name: urea
6370,topical emollients,Atrapro,generic name: emollients
6371,topical emollients,Aurstat,generic name: emollients
6372,topical emollients,Baby Lotion,generic name: emollients
6373,topical emollients,Baby Oil,generic name: emollients
6374,topical emollients,Baza Clear,generic name: vitamin a & d
6375,topical emollients,Carb-O-Lac5,generic name: ammonium lactate/urea
6376,topical emollients,Carb-O-Lac HP,generic name: ammonium lactate/urea
6377,topical emollients,Carb-O-Philic / 10,generic name: urea
6378,topical emollients,Carb-O-Sal5,generic name: salicylic acid/urea
6379,topical emollients,Carmex,generic name: emollients
6380,topical emollients,CEM-Urea,generic name: urea
6381,topical emollients,Cerovel,generic name: urea
6382,topical emollients,Chap Stick,generic name: emollients
6383,topical emollients,Curel Moisture Lotion,generic name: emollients
6384,topical emollients,DermaPhor,generic name: emollients
6385,topical emollients,Dermasorb XM,generic name: urea
6386,topical emollients,Epimide 50,generic name: urea
6387,topical emollients,Gold Bond Ultimate Healing,generic name: emollients
6388,topical emollients,Gordons Urea,generic name: urea
6389,topical emollients,Gormel,generic name: urea
6390,topical emollients,Gormel 10,generic name: urea
6391,topical emollients,Hydro 35,generic name: urea
6392,topical emollients,Hylatopic,generic name: emollients
6393,topical emollients,K-Y Jelly,generic name: emollients
6394,topical emollients,Kera-42,generic name: urea
6395,topical emollients,Keralac,generic name: urea
6396,topical emollients,Kera Nail,generic name: urea
6397,topical emollients,Kerasal,generic name: salicylic acid/urea
6398,topical emollients,Kerasal AL,generic name: ammonium lactate
6399,topical emollients,Kerasal Ultra 20,generic name: ammonium lactate/urea
6400,topical emollients,Keratol 45,generic name: urea
6401,topical emollients,Keri Lotion,generic name: emollients
6402,topical emollients,Kerol AD,generic name: urea
6403,topical emollients,Laclotion,generic name: ammonium lactate
6404,topical emollients,Lan-O-Soothe,generic name: lanolin
6405,topical emollients,Lanolor Cream,generic name: lanolin
6406,topical emollients,Lansinoh for Breast Feeding Mothers,generic name: lanolin
6407,topical emollients,Latrix,generic name: urea
6408,topical emollients,Moisturel,generic name: emollients
6409,topical emollients,Neosalus,generic name: emollients
6410,topical emollients,Neutrogena Lotion,generic name: emollients
6411,topical emollients,Nivea,generic name: emollients
6412,topical emollients,Nutraderm,generic name: emollients
6413,topical emollients,OraMagic Rx,generic name: aloe vera
6414,topical emollients,Pacquin,generic name: emollients
6415,topical emollients,Pen-Kera,generic name: emollients
6416,topical emollients,Phisoderm,generic name: emollients
6417,topical emollients,PR Cream,generic name: emollients
6418,topical emollients,Pretty Feet & Hands,generic name: emollients
6419,topical emollients,PruClair,generic name: emollients
6420,topical emollients,PruMyx,generic name: emollients
6421,topical emollients,Prutect,generic name: emollients
6422,topical emollients,RE-U40,generic name: urea
6423,topical emollients,Rea-Lo,generic name: urea
6424,topical emollients,Rea Lo 39,generic name: urea
6425,topical emollients,Remeven,generic name: urea
6426,topical emollients,Rinnovi Nail System,generic name: urea
6427,topical emollients,Rynoderm,generic name: urea
6428,topical emollients,Salvax Duo Plus,generic name: salicylic acid/urea
6429,topical emollients,Soft Sense,generic name: emollients
6430,topical emollients,St. Ives,generic name: emollients
6431,topical emollients,Sween,generic name: vitamin a & d
6432,topical emollients,Tender Care,generic name: lanolin
6433,topical emollients,Tropazone,generic name: emollients
6434,topical emollients,U-Kera,generic name: urea
6435,topical emollients,U40,generic name: urea
6436,topical emollients,Ultralytic,generic name: ammonium lactate/urea
6437,topical emollients,Ultralytic 2,generic name: ammonium lactate/urea
6438,topical emollients,Ultra Mide,generic name: urea
6439,topical emollients,Umecta,generic name: urea
6440,topical emollients,Umecta Mousse,generic name: urea
6441,topical emollients,Umecta Nail Film,generic name: urea
6442,topical emollients,Umecta PD,generic name: urea
6443,topical emollients,Uramaxin,generic name: urea
6444,topical emollients,Uramaxin GT,generic name: urea
6445,topical emollients,Uramaxin TS,generic name: urea
6446,topical emollients,URE-K,generic name: urea
6447,topical emollients,Ureacin-10,generic name: urea
6448,topical emollients,Ureacin-20,generic name: urea
6449,topical emollients,Urealac,generic name: urea
6450,topical emollients,Urea Nail,generic name: urea
6451,topical emollients,Urevaz,generic name: urea
6452,topical emollients,Utopic,generic name: urea
6453,topical emollients,Vaseline Intensive Care,generic name: emollients
6454,topical emollients,Vita-Ray,"generic name: vitamins a, d, and e"
6455,topical keratolytics,Acnex,generic name: salicylic acid
6456,topical keratolytics,Compound W,generic name: salicylic acid
6457,topical keratolytics,Duofilm,generic name: salicylic acid
6458,topical keratolytics,Mosco Corn & Callus Remover,generic name: salicylic acid
6459,topical keratolytics,Duoplant,generic name: salicylic acid
6460,topical keratolytics,Condylox,generic name: podofilox
6461,topical keratolytics,Wart Remover,generic name: salicylic acid
6462,topical keratolytics,Acnevir,generic name: salicylic acid
6463,topical keratolytics,Acnomel Acne Mask,generic name: salicylic acid
6464,topical keratolytics,Akurza,generic name: salicylic acid
6465,topical keratolytics,Aliclen,generic name: salicylic acid
6466,topical keratolytics,Bioelements Active Astringent,generic name: salicylic acid
