"DrugClass_DrugClass_name","DrugClass_DrugClass_drugNames_name","DrugClass_DrugClass_drugNames_generic"
"upper respiratory combinations","AllerDur","generic name: dexchlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Allerest Maximum Strength","generic name: chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Allerest No Drowsiness","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","Allerest PE","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Allerfrim","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Allergy D-12","generic name: cetirizine/pseudoephedrine"
"upper respiratory combinations","Allergy DN II","generic name: chlorpheniramine/methscopolamine"
"upper respiratory combinations","Allergy Multi-Symptom","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Allergy Relief D","generic name: cetirizine/pseudoephedrine"
"upper respiratory combinations","Allerphed","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Allerx-D","generic name: methscopolamine/pseudoephedrine"
"upper respiratory combinations","AlleRx Dose Pack","generic name: chlorpheniramine/methscopolamine/phenylephrine/pseudoephedrine"
"upper respiratory combinations","AlleRx Dose Pack PE (PM Dose)","generic name: chlorpheniramine/methscopolamine/phenylephrine"
"upper respiratory combinations","Allfen C","generic name: carbetapentane/guaifenesin"
"upper respiratory combinations","Allfen CD","generic name: codeine/guaifenesin"
"upper respiratory combinations","Allfen CX","generic name: carbetapentane/guaifenesin"
"upper respiratory combinations","Altafed","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Altarussin CF","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Ambifed-G","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Ambifed CD","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Anaplex DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Andehist DM NR Syrup","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","AP-Hist DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Aphedrid","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Aquatab D","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Aquatab DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Atuss DS","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","B-Tuss","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Benadryl Allergy Plus Cold","generic name: acetaminophen/diphenhydramine/phenylephrine"
"upper respiratory combinations","Benadryl Allergy Sinus Headache","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","Benadryl Severe Allergy & Sinus Headache","generic name: acetaminophen/diphenhydramine/pseudoephedrine"
"upper respiratory combinations","BetaTan","generic name: brompheniramine/carbetapentane/phenylephrine"
"upper respiratory combinations","Biclora","generic name: chlophedianol/chlorcyclizine"
"upper respiratory combinations","Biclora-D","generic name: chlophedianol/chlorcyclizine/pseudoephedrine"
"upper respiratory combinations","Bidex-A","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Biocotron","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Biofed-PE","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Biospec DMX","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Biotussin DAC","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","BP Allergy DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","BP Allergy JR","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","BPM DM PHEN","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Bromaline","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","Bromaline DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Bromatan-DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Bromatan Plus","generic name: dexchlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Bromdex D","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Bromhist-PDX","generic name: brompheniramine/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Bromplex DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Bromplex HD","generic name: brompheniramine/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Broncotron","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Broncotron-D","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Bronkids","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Brotapp","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","Brotapp-DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","BroveX-D","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","BroveX PB","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","BroveX PSE DM","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","C-Tanna 12","generic name: carbetapentane/chlorpheniramine"
"upper respiratory combinations","Canges-XP","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","CapCof","generic name: chlorpheniramine/codeine/phenylephrine"
"upper respiratory combinations","Capron DM","generic name: dextromethorphan/pyrilamine"
"upper respiratory combinations","Carbaphen 12","generic name: carbetapentane/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Carbatuss","generic name: carbetapentane/guaifenesin/phenylephrine"
"upper respiratory combinations","Carbofed DM Syrup","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Cardec DM Drops","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Centussin DHC","generic name: brompheniramine/dihydrocodeine/phenylephrine"
"upper respiratory combinations","Cetiri D","generic name: cetirizine/pseudoephedrine"
"upper respiratory combinations","Cheracol-D","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Cheracol with Codeine","generic name: codeine/guaifenesin"
"upper respiratory combinations","Children's Triacting","generic name: acetaminophen/dextromethorphan"
"upper respiratory combinations","Children's Triacting Daytime","generic name: dextromethorphan/phenylephrine"
"upper respiratory combinations","Children's Triacting Night Time","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Childrens Tylenol Cold Plus Cough","generic name: acetaminophen/chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Chlo Hist","generic name: chlophedianol/dexbrompheniramine"
"upper respiratory combinations","Chlophed","generic name: chlophedianol/guaifenesin/phenylephrine"
"upper respiratory combinations","Chlorex-A 12","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Chlorex A","generic name: chlorpheniramine/phenylephrine/phenyltoloxamine"
"upper respiratory combinations","ChlorTan D","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Chlo Tuss","generic name: chlophedianol/dexbrompheniramine/pseudoephedrine"
"upper respiratory combinations","Chlo Tuss EX","generic name: chlophedianol/guaifenesin"
"upper respiratory combinations","Clarinex-D 24 Hour","generic name: desloratadine/pseudoephedrine"
"upper respiratory combinations","Clear Cough PM Multi-Symptom","generic name: acetaminophen/dextromethorphan/doxylamine"
"upper respiratory combinations","Clofera","generic name: chlophedianol/pseudoephedrine"
"upper respiratory combinations","Codal-DM Syrup","generic name: dextromethorphan/phenylephrine/pyrilamine"
"upper respiratory combinations","Codar AR","generic name: chlorpheniramine/codeine"
"upper respiratory combinations","Codar D","generic name: codeine/pseudoephedrine"
"upper respiratory combinations","Codar GF","generic name: codeine/guaifenesin"
"upper respiratory combinations","Codeprex","generic name: chlorpheniramine/codeine"
"upper respiratory combinations","CodiCLEAR DH","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","Codituss DM","generic name: dextromethorphan/phenylephrine/pyrilamine"
"upper respiratory combinations","Cold & Cough Childrens","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Coldcough PD","generic name: chlorpheniramine/dihydrocodeine/phenylephrine"
"upper respiratory combinations","Coldcough Syrup","generic name: chlorpheniramine/dihydrocodeine/pseudoephedrine"
"upper respiratory combinations","Cold Medicine Plus","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Cold Multi-Symptom (Nighttime)","generic name: acetaminophen/chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Comtrex Allergy Sinus","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Comtrex Allergy Sinus Maximum Strength","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Comtrex Cold & Cough","generic name: acetaminophen/dextromethorphan/phenylephrine"
"upper respiratory combinations","Comtrex Cold and Cough Maximum Strength","generic name: acetaminophen/dextromethorphan/phenylephrine"
"upper respiratory combinations","Comtrex Deep Chest Cold","generic name: acetaminophen/guaifenesin"
"upper respiratory combinations","Comtrex Flu Therapy","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Comtrex Nighttime Cold & Cough","generic name: acetaminophen/chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Comtrex Non-Drowsy","generic name: acetaminophen/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Conal","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Conex","generic name: dexbrompheniramine/pseudoephedrine"
"upper respiratory combinations","Contac Cold + Flu (Day Formula)","generic name: acetaminophen/phenylephrine"
"upper respiratory combinations","Contac Cold + Flu (Night) Cooling Relief Liquid","generic name: acetaminophen/dextromethorphan/doxylamine"
"upper respiratory combinations","Contac Cold + Flu (Night Formula)","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Corfen-DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Coricidin HBP Chest Congestion & Cough","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Coricidin HBP Nighttime Multi-Symptom Cold","generic name: acetaminophen/dextromethorphan/doxylamine"
"upper respiratory combinations","Corzall","generic name: carbetapentane/pseudoephedrine"
"upper respiratory combinations","Corzall-PE","generic name: carbetapentane/dexchlorpheniramine/phenylephrine"
"upper respiratory combinations","CPM-PSE DM Drops","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Crantex","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","D-Phen 1000","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","D-Tann","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Dallergy Drops","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Dallergy PE","generic name: chlorpheniramine/methscopolamine/phenylephrine"
"upper respiratory combinations","Daytime Cold","generic name: acetaminophen/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Daytime Cold and Flu Relief","generic name: acetaminophen/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","DCP Drops","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","De-Chlor DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","De-Chlor G","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","De-Chlor HC","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Decon-A","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","Deconex","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Deconex DMX","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Deconex IR","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Decorel Forte Plus","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Dehistine","generic name: chlorpheniramine/methscopolamine/phenylephrine"
"upper respiratory combinations","Delsym Children's Night Time Cough & Cold","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Delsym Cough+ Chest Congestion DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Delsym Cough+ Cold Day Time","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Delsym Cough+ Cold Night Time","generic name: acetaminophen/diphenhydramine/phenylephrine"
"upper respiratory combinations","Delsym Cough+ Soothing Action","generic name: dextromethorphan/menthol"
"upper respiratory combinations","Delsym Night Time Multi-Symptom","generic name: acetaminophen/dextromethorphan/doxylamine/phenylephrine"
"upper respiratory combinations","Deltuss DMX","generic name: dexchlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Deltuss DP","generic name: dexchlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Desgen DM","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Despec-SR","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Despec DM","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Dex-Tuss","generic name: codeine/guaifenesin"
"upper respiratory combinations","Diabetic Tussin Night Time Formula","generic name: acetaminophen/dextromethorphan/diphenhydramine"
"upper respiratory combinations","Dicel","generic name: chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Dicel CD","generic name: brompheniramine/chlophedianol/pseudoephedrine"
"upper respiratory combinations","Dicel DM","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Dihydro-CP","generic name: chlorpheniramine/dihydrocodeine/pseudoephedrine"
"upper respiratory combinations","Dimaphen DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Dimaphen Elixir","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","Dimetane DX","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Dimetapp Children's Cold & Allergy","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","Dimetapp Children's Long Acting Cough Plus Cold","generic name: chlorpheniramine/dextromethorphan"
"upper respiratory combinations","Dimetapp Children's Nighttime Cold & Congestion","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Dixaphedrine","generic name: dexbrompheniramine/pseudoephedrine"
"upper respiratory combinations","DM-PE-Chlor","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Dologen","generic name: acetaminophen/dexbrompheniramine"
"upper respiratory combinations","Donatuss DC","generic name: dihydrocodeine/guaifenesin/phenylephrine"
"upper respiratory combinations","Donatussin","generic name: chlophedianol/guaifenesin/phenylephrine"
"upper respiratory combinations","Donatussin Drops","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Dristan Cold Multi Symptom Formula","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Dristan Cold Non-Drowsy","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","Drituss HD","generic name: guaifenesin/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Drixoral Allergy Sinus","generic name: acetaminophen/dexbrompheniramine/pseudoephedrine"
"upper respiratory combinations","DroTuss-CP","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","DryMax","generic name: chlorpheniramine/methscopolamine/pseudoephedrine"
"upper respiratory combinations","Duohist DH","generic name: chlorpheniramine/dihydrocodeine/phenylephrine"
"upper respiratory combinations","Duraflu","generic name: acetaminophen/dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Duraganidin NR","generic name: codeine/guaifenesin"
"upper respiratory combinations","DuraHist D","generic name: dexchlorpheniramine/methscopolamine/pseudoephedrine"
"upper respiratory combinations","DuraTan DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Duravent DM","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Duravent PE","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Dytan-D","generic name: diphenhydramine/phenylephrine"
"upper respiratory combinations","Dytan-DM","generic name: dextromethorphan/diphenhydramine/phenylephrine"
"upper respiratory combinations","Ed A-Hist DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Ed ChlorPed D","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","EndaCof-AC","generic name: brompheniramine/codeine"
"upper respiratory combinations","Endacof-C","generic name: chlorpheniramine/codeine"
"upper respiratory combinations","EndaCof-DH","generic name: brompheniramine/dihydrocodeine/phenylephrine"
"upper respiratory combinations","EndaCof-DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","EndaCof-PD","generic name: brompheniramine/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Endacof HC","generic name: brompheniramine/hydrocodone/pseudoephedrine"
"upper respiratory combinations","EndaCof PD Drops","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Endal CD","generic name: chlorpheniramine/codeine/phenylephrine"
"upper respiratory combinations","Entex HC","generic name: guaifenesin/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Entex PSE","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Entex T","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Entre-B","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","Entre-Cough","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Entre-S","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Esocor P","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Exall","generic name: carbetapentane/guaifenesin"
"upper respiratory combinations","Exall-D","generic name: carbetapentane/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Execlear","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","ExeClear-C","generic name: codeine/guaifenesin"
"upper respiratory combinations","ExeFen-IR","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Exetuss-HC","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Expectuss","generic name: carbetapentane/guaifenesin"
"upper respiratory combinations","Extendryl HC","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","Fenesin DM IR","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Flowtuss","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","Flu & Severe Cold & Cough Daytime Powder","generic name: acetaminophen/dextromethorphan/phenylephrine"
"upper respiratory combinations","Flutabs","generic name: acetaminophen/dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","G-Tusicof","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Genac","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Gilphex TR","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Giltuss","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Glenmax PEB DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Glenmax PEB DM Forte","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","GNP Cold Relief Plus","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Guaiatussin AC","generic name: codeine/guaifenesin"
"upper respiratory combinations","Guaifen DAC","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Guaifenesin AC","generic name: codeine/guaifenesin"
"upper respiratory combinations","Guaifenex","generic name: guaifenesin/phenylephrine/phenylpropanolamine"
"upper respiratory combinations","Guaifenex DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Guiadrine DX","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Guiatex PE","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Hist-PSE","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Histafed","generic name: pseudoephedrine/triprolidine"
"upper respiratory combinations","Histex-AC","generic name: codeine/phenylephrine/triprolidine"
"upper respiratory combinations","Histex-DM","generic name: dextromethorphan/phenylephrine/triprolidine"
"upper respiratory combinations","Histex-PE","generic name: phenylephrine/triprolidine"
"upper respiratory combinations","HT Tuss DM","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Humibid CS","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Hycofenix","generic name: guaifenesin/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Hycomine","generic name: hydrocodone/phenylpropanolamine"
"upper respiratory combinations","Hydro-PC II","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Hydro-Tussin HG","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","HydroFed","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Hydro GP","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Hydron CP","generic name: chlorpheniramine/hydrocodone/phenylephrine"
"upper respiratory combinations","Hydron PCS","generic name: chlorpheniramine/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Hyphed","generic name: chlorpheniramine/hydrocodone/pseudoephedrine"
"upper respiratory combinations","J-Cof DHC","generic name: brompheniramine/dihydrocodeine/pseudoephedrine"
"upper respiratory combinations","J-Max DHC","generic name: dihydrocodeine/guaifenesin"
"upper respiratory combinations","J-Tan D","generic name: brompheniramine/phenylephrine"
"upper respiratory combinations","J-TanD PD","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","K-Tan","generic name: phenylephrine/pyrilamine"
"upper respiratory combinations","Kidcare Cough and Cold","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Kidkare Cough / Cold","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Kolephrin","generic name: acetaminophen/chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Leader Allergy Relief D-24","generic name: loratadine/pseudoephedrine"
"upper respiratory combinations","Lexuss 210","generic name: chlorpheniramine/codeine"
"upper respiratory combinations","Liquibid-PD","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Lodrane D","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","LoHist-D","generic name: chlorpheniramine/pseudoephedrine"
"upper respiratory combinations","Lohist-DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","LoHist-PD","generic name: brompheniramine/pseudoephedrine"
"upper respiratory combinations","LoHist PEB DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Loratadine-D 12 Hour","generic name: loratadine/pseudoephedrine"
"upper respiratory combinations","Lortuss DM","generic name: dextromethorphan/doxylamine/pseudoephedrine"
"upper respiratory combinations","Lortuss EX","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Lortuss LQ","generic name: doxylamine/pseudoephedrine"
"upper respiratory combinations","M-Clear","generic name: codeine/guaifenesin"
"upper respiratory combinations","M-Clear WC","generic name: codeine/guaifenesin"
"upper respiratory combinations","M-End DM","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","M-End DMX","generic name: dexbrompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","M-End Max D","generic name: codeine/dexbrompheniramine/pseudoephedrine"
"upper respiratory combinations","M-End WC","generic name: brompheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","M-Hist DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Mapap Cold Formula","generic name: acetaminophen/dextromethorphan/phenylephrine"
"upper respiratory combinations","Mapap Sinus Congestion and Pain","generic name: acetaminophen/phenylephrine"
"upper respiratory combinations","Mar-cof BP","generic name: brompheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","Mar-cof CG","generic name: codeine/guaifenesin"
"upper respiratory combinations","Mardrops-EX","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Maxifed","generic name: guaifenesin/pseudoephedrine"
"upper respiratory combinations","Maxifed-G CD","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Maxifed DMX","generic name: dextromethorphan/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Maxiphen DM","generic name: dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Medicidin-D","generic name: acetaminophen/chlorpheniramine/phenylephrine"
"upper respiratory combinations","Mesehist DM","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Mesehist WC","generic name: brompheniramine/codeine/pseudoephedrine"
"upper respiratory combinations","Mintuss DR","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Monte-G HC","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","MonteCough","generic name: carbetapentane/guaifenesin/phenylephrine"
"upper respiratory combinations","Motrin Childrens Cold","generic name: ibuprofen/pseudoephedrine"
"upper respiratory combinations","MucaphEd","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Mucinex Children's Cold, Cough & Sore Throat","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Mucinex Children's Cough","generic name: dextromethorphan/guaifenesin"
"upper respiratory combinations","Mucinex Fast-Max Severe Cold","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","Mucinex Fast-Max Severe Congestion & Cold","generic name: acetaminophen/dextromethorphan/guaifenesin/phenylephrine"
"upper respiratory combinations","MyHist-PD","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Myphetane DX","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Mytussin AC","generic name: codeine/guaifenesin"
"upper respiratory combinations","Mytussin DAC","generic name: codeine/guaifenesin/pseudoephedrine"
"upper respiratory combinations","Nalex-A","generic name: chlorpheniramine/phenylephrine/phenyltoloxamine"
"upper respiratory combinations","Nalex A 12","generic name: chlorpheniramine/phenylephrine/pyrilamine"
"upper respiratory combinations","Nalex AC","generic name: brompheniramine/codeine"
"upper respiratory combinations","Nalex Expectorant","generic name: guaifenesin/hydrocodone/pseudoephedrine"
"upper respiratory combinations","Narcof","generic name: guaifenesin/hydrocodone"
"upper respiratory combinations","Nariz","generic name: guaifenesin/phenylephrine"
"upper respiratory combinations","Nariz HC","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Nasohist-DM Pediatric","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","NasOpen","generic name: chlorcyclizine/pseudoephedrine"
"upper respiratory combinations","Nazarin HC","generic name: guaifenesin/hydrocodone/phenylephrine"
"upper respiratory combinations","Neo DM Syrup","generic name: brompheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Neutrahist PDX Drops","generic name: chlorpheniramine/dextromethorphan/pseudoephedrine"
"upper respiratory combinations","Nexafed Sinus Pressure + Pain","generic name: acetaminophen/pseudoephedrine"
"upper respiratory combinations","Nighttime Cough","generic name: dextromethorphan/doxylamine"
"upper respiratory combinations","Night Time Severe Cold and Cough","generic name: acetaminophen/diphenhydramine/phenylephrine"
"upper respiratory combinations","Ninjacof","generic name: chlophedianol/pyrilamine"
"upper respiratory combinations","Niva-Hist DM","generic name: brompheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","NoHist-A","generic name: chlorpheniramine/phenylephrine/phenyltoloxamine"
"upper respiratory combinations","NoHist DM","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","NoHist LQ","generic name: chlorpheniramine/phenylephrine"
"upper respiratory combinations","Norel CS","generic name: chlorpheniramine/dextromethorphan/phenylephrine"
"upper respiratory combinations","Notuss-Forte","generic name: chlorpheniramine/hydrocodone/pseudoephedrine"
